,Num_Cells_Strain1,Num_Cells_Strain2,Num_Cells_Strain3,t_deg,k_degA,k_degB,ratioS1,ratioS2,ratioS3_S1,ratioS3_S2,posS1,posS2,posS3,Stability
41,1,9,10,36,0.1,0.3,0.0,0.6646131868852976,0.7679888974967105,1.149163392366996,[[-183 -157]],"[[-156  117]
 [  85   80]
 [ 107  143]
 [-168 -155]
 [ 167   87]
 [  68   40]
 [ -15  110]
 [ -96   91]
 [-151   90]]","[[-151   90]
 [ -57  -69]
 [-160  172]
 [ 149   71]
 [  95  132]
 [ 140  -51]
 [-116 -176]
 [ -70  139]
 [-182  189]
 [  -2   97]]",0.0
42,2,4,1,46,0.1,0.3,0.7626827984520631,1.1956096385960702,5,5,"[[ 141  -70]
 [  17 -160]]","[[  34  -41]
 [-191  -75]
 [ 138 -151]
 [-168   55]]",[[ 138 -151]],0.2
43,1,9,10,46,0.1,0.3,0.0,0.6646131868852976,0.7679888974967105,1.149163392366996,[[-183 -157]],"[[-156  117]
 [  85   80]
 [ 107  143]
 [-168 -155]
 [ 167   87]
 [  68   40]
 [ -15  110]
 [ -96   91]
 [-151   90]]","[[-151   90]
 [ -57  -69]
 [-160  172]
 [ 149   71]
 [  95  132]
 [ 140  -51]
 [-116 -176]
 [ -70  139]
 [-182  189]
 [  -2   97]]",0.0
44,1,9,10,12,0.1,0.5,0.0,0.6646131868852976,0.7679888974967105,1.149163392366996,[[-183 -157]],"[[-156  117]
 [  85   80]
 [ 107  143]
 [-168 -155]
 [ 167   87]
 [  68   40]
 [ -15  110]
 [ -96   91]
 [-151   90]]","[[-151   90]
 [ -57  -69]
 [-160  172]
 [ 149   71]
 [  95  132]
 [ 140  -51]
 [-116 -176]
 [ -70  139]
 [-182  189]
 [  -2   97]]",0.0
45,1,9,10,24,0.1,0.5,0.0,0.6646131868852976,0.7679888974967105,1.149163392366996,[[-183 -157]],"[[-156  117]
 [  85   80]
 [ 107  143]
 [-168 -155]
 [ 167   87]
 [  68   40]
 [ -15  110]
 [ -96   91]
 [-151   90]]","[[-151   90]
 [ -57  -69]
 [-160  172]
 [ 149   71]
 [  95  132]
 [ 140  -51]
 [-116 -176]
 [ -70  139]
 [-182  189]
 [  -2   97]]",0.0
46,1,9,10,36,0.1,0.5,0.0,0.6646131868852976,0.7679888974967105,1.149163392366996,[[-183 -157]],"[[-156  117]
 [  85   80]
 [ 107  143]
 [-168 -155]
 [ 167   87]
 [  68   40]
 [ -15  110]
 [ -96   91]
 [-151   90]]","[[-151   90]
 [ -57  -69]
 [-160  172]
 [ 149   71]
 [  95  132]
 [ 140  -51]
 [-116 -176]
 [ -70  139]
 [-182  189]
 [  -2   97]]",0.0
47,1,9,10,46,0.1,0.5,0.0,0.6646131868852976,0.7679888974967105,1.149163392366996,[[-183 -157]],"[[-156  117]
 [  85   80]
 [ 107  143]
 [-168 -155]
 [ 167   87]
 [  68   40]
 [ -15  110]
 [ -96   91]
 [-151   90]]","[[-151   90]
 [ -57  -69]
 [-160  172]
 [ 149   71]
 [  95  132]
 [ 140  -51]
 [-116 -176]
 [ -70  139]
 [-182  189]
 [  -2   97]]",0.0
48,1,9,10,12,0.1,0.6,0.0,0.6646131868852976,0.7679888974967105,1.149163392366996,[[-183 -157]],"[[-156  117]
 [  85   80]
 [ 107  143]
 [-168 -155]
 [ 167   87]
 [  68   40]
 [ -15  110]
 [ -96   91]
 [-151   90]]","[[-151   90]
 [ -57  -69]
 [-160  172]
 [ 149   71]
 [  95  132]
 [ 140  -51]
 [-116 -176]
 [ -70  139]
 [-182  189]
 [  -2   97]]",0.0
49,1,9,10,24,0.1,0.6,0.0,0.6646131868852976,0.7679888974967105,1.149163392366996,[[-183 -157]],"[[-156  117]
 [  85   80]
 [ 107  143]
 [-168 -155]
 [ 167   87]
 [  68   40]
 [ -15  110]
 [ -96   91]
 [-151   90]]","[[-151   90]
 [ -57  -69]
 [-160  172]
 [ 149   71]
 [  95  132]
 [ 140  -51]
 [-116 -176]
 [ -70  139]
 [-182  189]
 [  -2   97]]",0.0
50,1,9,10,36,0.1,0.6,0.0,0.6646131868852976,0.7679888974967105,1.149163392366996,[[-183 -157]],"[[-156  117]
 [  85   80]
 [ 107  143]
 [-168 -155]
 [ 167   87]
 [  68   40]
 [ -15  110]
 [ -96   91]
 [-151   90]]","[[-151   90]
 [ -57  -69]
 [-160  172]
 [ 149   71]
 [  95  132]
 [ 140  -51]
 [-116 -176]
 [ -70  139]
 [-182  189]
 [  -2   97]]",0.0
51,1,9,10,46,0.1,0.6,0.0,0.6646131868852976,0.7679888974967105,1.149163392366996,[[-183 -157]],"[[-156  117]
 [  85   80]
 [ 107  143]
 [-168 -155]
 [ 167   87]
 [  68   40]
 [ -15  110]
 [ -96   91]
 [-151   90]]","[[-151   90]
 [ -57  -69]
 [-160  172]
 [ 149   71]
 [  95  132]
 [ 140  -51]
 [-116 -176]
 [ -70  139]
 [-182  189]
 [  -2   97]]",0.0
52,1,9,10,12,0.3,0.3,0.0,0.6646131868852976,0.7679888974967105,1.149163392366996,[[-183 -157]],"[[-156  117]
 [  85   80]
 [ 107  143]
 [-168 -155]
 [ 167   87]
 [  68   40]
 [ -15  110]
 [ -96   91]
 [-151   90]]","[[-151   90]
 [ -57  -69]
 [-160  172]
 [ 149   71]
 [  95  132]
 [ 140  -51]
 [-116 -176]
 [ -70  139]
 [-182  189]
 [  -2   97]]",0.0
53,2,4,1,12,0.1,0.5,0.7626827984520631,1.1956096385960702,5,5,"[[ 141  -70]
 [  17 -160]]","[[  34  -41]
 [-191  -75]
 [ 138 -151]
 [-168   55]]",[[ 138 -151]],1.0
54,1,9,10,24,0.3,0.3,0.0,0.6646131868852976,0.7679888974967105,1.149163392366996,[[-183 -157]],"[[-156  117]
 [  85   80]
 [ 107  143]
 [-168 -155]
 [ 167   87]
 [  68   40]
 [ -15  110]
 [ -96   91]
 [-151   90]]","[[-151   90]
 [ -57  -69]
 [-160  172]
 [ 149   71]
 [  95  132]
 [ 140  -51]
 [-116 -176]
 [ -70  139]
 [-182  189]
 [  -2   97]]",0.0
55,1,9,10,36,0.3,0.3,0.0,0.6646131868852976,0.7679888974967105,1.149163392366996,[[-183 -157]],"[[-156  117]
 [  85   80]
 [ 107  143]
 [-168 -155]
 [ 167   87]
 [  68   40]
 [ -15  110]
 [ -96   91]
 [-151   90]]","[[-151   90]
 [ -57  -69]
 [-160  172]
 [ 149   71]
 [  95  132]
 [ 140  -51]
 [-116 -176]
 [ -70  139]
 [-182  189]
 [  -2   97]]",0.0
56,1,9,10,46,0.3,0.3,0.0,0.6646131868852976,0.7679888974967105,1.149163392366996,[[-183 -157]],"[[-156  117]
 [  85   80]
 [ 107  143]
 [-168 -155]
 [ 167   87]
 [  68   40]
 [ -15  110]
 [ -96   91]
 [-151   90]]","[[-151   90]
 [ -57  -69]
 [-160  172]
 [ 149   71]
 [  95  132]
 [ 140  -51]
 [-116 -176]
 [ -70  139]
 [-182  189]
 [  -2   97]]",0.0
57,1,9,10,12,0.3,0.5,0.0,0.6646131868852976,0.7679888974967105,1.149163392366996,[[-183 -157]],"[[-156  117]
 [  85   80]
 [ 107  143]
 [-168 -155]
 [ 167   87]
 [  68   40]
 [ -15  110]
 [ -96   91]
 [-151   90]]","[[-151   90]
 [ -57  -69]
 [-160  172]
 [ 149   71]
 [  95  132]
 [ 140  -51]
 [-116 -176]
 [ -70  139]
 [-182  189]
 [  -2   97]]",0.0
58,1,9,10,24,0.3,0.5,0.0,0.6646131868852976,0.7679888974967105,1.149163392366996,[[-183 -157]],"[[-156  117]
 [  85   80]
 [ 107  143]
 [-168 -155]
 [ 167   87]
 [  68   40]
 [ -15  110]
 [ -96   91]
 [-151   90]]","[[-151   90]
 [ -57  -69]
 [-160  172]
 [ 149   71]
 [  95  132]
 [ 140  -51]
 [-116 -176]
 [ -70  139]
 [-182  189]
 [  -2   97]]",0.0
59,1,9,10,36,0.3,0.5,0.0,0.6646131868852976,0.7679888974967105,1.149163392366996,[[-183 -157]],"[[-156  117]
 [  85   80]
 [ 107  143]
 [-168 -155]
 [ 167   87]
 [  68   40]
 [ -15  110]
 [ -96   91]
 [-151   90]]","[[-151   90]
 [ -57  -69]
 [-160  172]
 [ 149   71]
 [  95  132]
 [ 140  -51]
 [-116 -176]
 [ -70  139]
 [-182  189]
 [  -2   97]]",0.0
60,1,9,10,46,0.3,0.5,0.0,0.6646131868852976,0.7679888974967105,1.149163392366996,[[-183 -157]],"[[-156  117]
 [  85   80]
 [ 107  143]
 [-168 -155]
 [ 167   87]
 [  68   40]
 [ -15  110]
 [ -96   91]
 [-151   90]]","[[-151   90]
 [ -57  -69]
 [-160  172]
 [ 149   71]
 [  95  132]
 [ 140  -51]
 [-116 -176]
 [ -70  139]
 [-182  189]
 [  -2   97]]",0.0
61,1,9,10,12,0.3,0.6,0.0,0.6646131868852976,0.7679888974967105,1.149163392366996,[[-183 -157]],"[[-156  117]
 [  85   80]
 [ 107  143]
 [-168 -155]
 [ 167   87]
 [  68   40]
 [ -15  110]
 [ -96   91]
 [-151   90]]","[[-151   90]
 [ -57  -69]
 [-160  172]
 [ 149   71]
 [  95  132]
 [ 140  -51]
 [-116 -176]
 [ -70  139]
 [-182  189]
 [  -2   97]]",0.0
62,1,9,10,24,0.3,0.6,0.0,0.6646131868852976,0.7679888974967105,1.149163392366996,[[-183 -157]],"[[-156  117]
 [  85   80]
 [ 107  143]
 [-168 -155]
 [ 167   87]
 [  68   40]
 [ -15  110]
 [ -96   91]
 [-151   90]]","[[-151   90]
 [ -57  -69]
 [-160  172]
 [ 149   71]
 [  95  132]
 [ 140  -51]
 [-116 -176]
 [ -70  139]
 [-182  189]
 [  -2   97]]",0.0
63,1,9,10,36,0.3,0.6,0.0,0.6646131868852976,0.7679888974967105,1.149163392366996,[[-183 -157]],"[[-156  117]
 [  85   80]
 [ 107  143]
 [-168 -155]
 [ 167   87]
 [  68   40]
 [ -15  110]
 [ -96   91]
 [-151   90]]","[[-151   90]
 [ -57  -69]
 [-160  172]
 [ 149   71]
 [  95  132]
 [ 140  -51]
 [-116 -176]
 [ -70  139]
 [-182  189]
 [  -2   97]]",0.0
64,2,4,1,24,0.1,0.5,0.7626827984520631,1.1956096385960702,5,5,"[[ 141  -70]
 [  17 -160]]","[[  34  -41]
 [-191  -75]
 [ 138 -151]
 [-168   55]]",[[ 138 -151]],1.0
65,1,9,10,46,0.3,0.6,0.0,0.6646131868852976,0.7679888974967105,1.149163392366996,[[-183 -157]],"[[-156  117]
 [  85   80]
 [ 107  143]
 [-168 -155]
 [ 167   87]
 [  68   40]
 [ -15  110]
 [ -96   91]
 [-151   90]]","[[-151   90]
 [ -57  -69]
 [-160  172]
 [ 149   71]
 [  95  132]
 [ 140  -51]
 [-116 -176]
 [ -70  139]
 [-182  189]
 [  -2   97]]",0.0
66,1,9,10,12,0.6,0.3,0.0,0.6646131868852976,0.7679888974967105,1.149163392366996,[[-183 -157]],"[[-156  117]
 [  85   80]
 [ 107  143]
 [-168 -155]
 [ 167   87]
 [  68   40]
 [ -15  110]
 [ -96   91]
 [-151   90]]","[[-151   90]
 [ -57  -69]
 [-160  172]
 [ 149   71]
 [  95  132]
 [ 140  -51]
 [-116 -176]
 [ -70  139]
 [-182  189]
 [  -2   97]]",0.1
67,1,9,10,24,0.6,0.3,0.0,0.6646131868852976,0.7679888974967105,1.149163392366996,[[-183 -157]],"[[-156  117]
 [  85   80]
 [ 107  143]
 [-168 -155]
 [ 167   87]
 [  68   40]
 [ -15  110]
 [ -96   91]
 [-151   90]]","[[-151   90]
 [ -57  -69]
 [-160  172]
 [ 149   71]
 [  95  132]
 [ 140  -51]
 [-116 -176]
 [ -70  139]
 [-182  189]
 [  -2   97]]",0.0
68,1,9,10,36,0.6,0.3,0.0,0.6646131868852976,0.7679888974967105,1.149163392366996,[[-183 -157]],"[[-156  117]
 [  85   80]
 [ 107  143]
 [-168 -155]
 [ 167   87]
 [  68   40]
 [ -15  110]
 [ -96   91]
 [-151   90]]","[[-151   90]
 [ -57  -69]
 [-160  172]
 [ 149   71]
 [  95  132]
 [ 140  -51]
 [-116 -176]
 [ -70  139]
 [-182  189]
 [  -2   97]]",0.1
69,1,9,10,46,0.6,0.3,0.0,0.6646131868852976,0.7679888974967105,1.149163392366996,[[-183 -157]],"[[-156  117]
 [  85   80]
 [ 107  143]
 [-168 -155]
 [ 167   87]
 [  68   40]
 [ -15  110]
 [ -96   91]
 [-151   90]]","[[-151   90]
 [ -57  -69]
 [-160  172]
 [ 149   71]
 [  95  132]
 [ 140  -51]
 [-116 -176]
 [ -70  139]
 [-182  189]
 [  -2   97]]",0.1
70,1,9,10,12,0.6,0.5,0.0,0.6646131868852976,0.7679888974967105,1.149163392366996,[[-183 -157]],"[[-156  117]
 [  85   80]
 [ 107  143]
 [-168 -155]
 [ 167   87]
 [  68   40]
 [ -15  110]
 [ -96   91]
 [-151   90]]","[[-151   90]
 [ -57  -69]
 [-160  172]
 [ 149   71]
 [  95  132]
 [ 140  -51]
 [-116 -176]
 [ -70  139]
 [-182  189]
 [  -2   97]]",0.0
71,1,9,10,24,0.6,0.5,0.0,0.6646131868852976,0.7679888974967105,1.149163392366996,[[-183 -157]],"[[-156  117]
 [  85   80]
 [ 107  143]
 [-168 -155]
 [ 167   87]
 [  68   40]
 [ -15  110]
 [ -96   91]
 [-151   90]]","[[-151   90]
 [ -57  -69]
 [-160  172]
 [ 149   71]
 [  95  132]
 [ 140  -51]
 [-116 -176]
 [ -70  139]
 [-182  189]
 [  -2   97]]",0.0
72,1,9,10,36,0.6,0.5,0.0,0.6646131868852976,0.7679888974967105,1.149163392366996,[[-183 -157]],"[[-156  117]
 [  85   80]
 [ 107  143]
 [-168 -155]
 [ 167   87]
 [  68   40]
 [ -15  110]
 [ -96   91]
 [-151   90]]","[[-151   90]
 [ -57  -69]
 [-160  172]
 [ 149   71]
 [  95  132]
 [ 140  -51]
 [-116 -176]
 [ -70  139]
 [-182  189]
 [  -2   97]]",0.0
73,1,9,10,46,0.6,0.5,0.0,0.6646131868852976,0.7679888974967105,1.149163392366996,[[-183 -157]],"[[-156  117]
 [  85   80]
 [ 107  143]
 [-168 -155]
 [ 167   87]
 [  68   40]
 [ -15  110]
 [ -96   91]
 [-151   90]]","[[-151   90]
 [ -57  -69]
 [-160  172]
 [ 149   71]
 [  95  132]
 [ 140  -51]
 [-116 -176]
 [ -70  139]
 [-182  189]
 [  -2   97]]",0.0
74,1,9,10,12,0.6,0.6,0.0,0.6646131868852976,0.7679888974967105,1.149163392366996,[[-183 -157]],"[[-156  117]
 [  85   80]
 [ 107  143]
 [-168 -155]
 [ 167   87]
 [  68   40]
 [ -15  110]
 [ -96   91]
 [-151   90]]","[[-151   90]
 [ -57  -69]
 [-160  172]
 [ 149   71]
 [  95  132]
 [ 140  -51]
 [-116 -176]
 [ -70  139]
 [-182  189]
 [  -2   97]]",0.0
75,2,4,1,36,0.1,0.5,0.7626827984520631,1.1956096385960702,5,5,"[[ 141  -70]
 [  17 -160]]","[[  34  -41]
 [-191  -75]
 [ 138 -151]
 [-168   55]]",[[ 138 -151]],1.0
76,1,9,10,24,0.6,0.6,0.0,0.6646131868852976,0.7679888974967105,1.149163392366996,[[-183 -157]],"[[-156  117]
 [  85   80]
 [ 107  143]
 [-168 -155]
 [ 167   87]
 [  68   40]
 [ -15  110]
 [ -96   91]
 [-151   90]]","[[-151   90]
 [ -57  -69]
 [-160  172]
 [ 149   71]
 [  95  132]
 [ 140  -51]
 [-116 -176]
 [ -70  139]
 [-182  189]
 [  -2   97]]",0.0
77,1,9,10,36,0.6,0.6,0.0,0.6646131868852976,0.7679888974967105,1.149163392366996,[[-183 -157]],"[[-156  117]
 [  85   80]
 [ 107  143]
 [-168 -155]
 [ 167   87]
 [  68   40]
 [ -15  110]
 [ -96   91]
 [-151   90]]","[[-151   90]
 [ -57  -69]
 [-160  172]
 [ 149   71]
 [  95  132]
 [ 140  -51]
 [-116 -176]
 [ -70  139]
 [-182  189]
 [  -2   97]]",0.0
78,1,9,10,46,0.6,0.6,0.0,0.6646131868852976,0.7679888974967105,1.149163392366996,[[-183 -157]],"[[-156  117]
 [  85   80]
 [ 107  143]
 [-168 -155]
 [ 167   87]
 [  68   40]
 [ -15  110]
 [ -96   91]
 [-151   90]]","[[-151   90]
 [ -57  -69]
 [-160  172]
 [ 149   71]
 [  95  132]
 [ 140  -51]
 [-116 -176]
 [ -70  139]
 [-182  189]
 [  -2   97]]",0.0
79,1,4,2,12,0.1,0.3,0.0,0.6556324467322691,0.9622973104979706,1.7359517591119031,[[-136  -58]],"[[147 159]
 [ 49   9]
 [-80 100]
 [179 101]]","[[179 101]
 [-95 176]]",0.2
80,1,4,2,24,0.1,0.3,0.0,0.6556324467322691,0.9622973104979706,1.7359517591119031,[[-136  -58]],"[[147 159]
 [ 49   9]
 [-80 100]
 [179 101]]","[[179 101]
 [-95 176]]",0.4
81,1,4,2,36,0.1,0.3,0.0,0.6556324467322691,0.9622973104979706,1.7359517591119031,[[-136  -58]],"[[147 159]
 [ 49   9]
 [-80 100]
 [179 101]]","[[179 101]
 [-95 176]]",0.3
82,1,4,2,46,0.1,0.3,0.0,0.6556324467322691,0.9622973104979706,1.7359517591119031,[[-136  -58]],"[[147 159]
 [ 49   9]
 [-80 100]
 [179 101]]","[[179 101]
 [-95 176]]",0.1
83,1,4,2,12,0.1,0.5,0.0,0.6556324467322691,0.9622973104979706,1.7359517591119031,[[-136  -58]],"[[147 159]
 [ 49   9]
 [-80 100]
 [179 101]]","[[179 101]
 [-95 176]]",0.7
84,1,4,2,24,0.1,0.5,0.0,0.6556324467322691,0.9622973104979706,1.7359517591119031,[[-136  -58]],"[[147 159]
 [ 49   9]
 [-80 100]
 [179 101]]","[[179 101]
 [-95 176]]",0.7
