,Num_Cells_Strain1,Num_Cells_Strain2,Num_Cells_Strain3,t_deg,k_degA,k_degB,ratioS1,ratioS2,ratioS3_S1,ratioS3_S2,posS1,posS2,posS3,Stability,New_Stability,Replating
16,2,1,2,46,0.6,0.6,1.9997623212237687,0.0,1.0759274201944204,2.0,"['[[  77 -176]', ' [ 193   32]]']",['[[129 -79]]'],"['[[193  32]', ' [129 -79]]']",1.0,0.0,0.9
17,9,9,6,12,0.1,0.5,0.8121926278546837,1.078630423707732,1.2515304729438097,1.1842099444996286,"['[[ -79  -41]', ' [  -5 -157]', ' [ -66 -132]', ' [  77   11]', ' [  20   22]', ' [  57   29]', ' [ 116  122]', ' [ -98 -126]', ' [-134  -62]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]', ' [   9  106]', ' [-173  111]', ' [  33  167]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]]']",1.0,0.0,0.9
18,9,9,6,24,0.1,0.5,0.8121926278546837,1.078630423707732,1.2515304729438097,1.1842099444996286,"['[[ -79  -41]', ' [  -5 -157]', ' [ -66 -132]', ' [  77   11]', ' [  20   22]', ' [  57   29]', ' [ 116  122]', ' [ -98 -126]', ' [-134  -62]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]', ' [   9  106]', ' [-173  111]', ' [  33  167]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]]']",1.0,0.0,0.9
19,9,9,6,36,0.1,0.5,0.8121926278546837,1.078630423707732,1.2515304729438097,1.1842099444996286,"['[[ -79  -41]', ' [  -5 -157]', ' [ -66 -132]', ' [  77   11]', ' [  20   22]', ' [  57   29]', ' [ 116  122]', ' [ -98 -126]', ' [-134  -62]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]', ' [   9  106]', ' [-173  111]', ' [  33  167]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]]']",1.0,0.0,0.9
20,6,6,5,46,0.1,0.5,0.9041112591816638,1.124600555918177,1.1336500785083936,1.1697643093057315,"['[[  23  185]', ' [ -11 -142]', ' [  46  -42]', ' [-200   24]', ' [ -76  157]', ' [   4   94]]']","['[[ -92 -155]', ' [ -19  172]', ' [  74   68]', ' [ 169  -17]', ' [  66 -191]', ' [-155 -184]]']","['[[ -92 -155]', ' [ -19  172]', ' [  74   68]', ' [ 169  -17]', ' [  66 -191]]']",1.0,0.0,0.9
21,6,6,5,36,0.6,0.5,0.9041112591816638,1.124600555918177,1.1336500785083936,1.1697643093057315,"['[[  23  185]', ' [ -11 -142]', ' [  46  -42]', ' [-200   24]', ' [ -76  157]', ' [   4   94]]']","['[[ -92 -155]', ' [ -19  172]', ' [  74   68]', ' [ 169  -17]', ' [  66 -191]', ' [-155 -184]]']","['[[ -92 -155]', ' [ -19  172]', ' [  74   68]', ' [ 169  -17]', ' [  66 -191]]']",1.0,0.0,0.9
22,9,9,6,46,0.1,0.5,0.8121926278546837,1.078630423707732,1.2515304729438097,1.1842099444996286,"['[[ -79  -41]', ' [  -5 -157]', ' [ -66 -132]', ' [  77   11]', ' [  20   22]', ' [  57   29]', ' [ 116  122]', ' [ -98 -126]', ' [-134  -62]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]', ' [   9  106]', ' [-173  111]', ' [  33  167]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]]']",1.0,0.0,0.9
23,9,9,6,12,0.1,0.6,0.8121926278546837,1.078630423707732,1.2515304729438097,1.1842099444996286,"['[[ -79  -41]', ' [  -5 -157]', ' [ -66 -132]', ' [  77   11]', ' [  20   22]', ' [  57   29]', ' [ 116  122]', ' [ -98 -126]', ' [-134  -62]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]', ' [   9  106]', ' [-173  111]', ' [  33  167]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]]']",1.0,0.0,0.9
24,9,9,6,24,0.1,0.6,0.8121926278546837,1.078630423707732,1.2515304729438097,1.1842099444996286,"['[[ -79  -41]', ' [  -5 -157]', ' [ -66 -132]', ' [  77   11]', ' [  20   22]', ' [  57   29]', ' [ 116  122]', ' [ -98 -126]', ' [-134  -62]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]', ' [   9  106]', ' [-173  111]', ' [  33  167]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]]']",1.0,0.0,0.9
25,9,9,6,36,0.1,0.6,0.8121926278546837,1.078630423707732,1.2515304729438097,1.1842099444996286,"['[[ -79  -41]', ' [  -5 -157]', ' [ -66 -132]', ' [  77   11]', ' [  20   22]', ' [  57   29]', ' [ 116  122]', ' [ -98 -126]', ' [-134  -62]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]', ' [   9  106]', ' [-173  111]', ' [  33  167]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]]']",1.0,0.0,0.9
26,9,9,6,46,0.1,0.6,0.8121926278546837,1.078630423707732,1.2515304729438097,1.1842099444996286,"['[[ -79  -41]', ' [  -5 -157]', ' [ -66 -132]', ' [  77   11]', ' [  20   22]', ' [  57   29]', ' [ 116  122]', ' [ -98 -126]', ' [-134  -62]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]', ' [   9  106]', ' [-173  111]', ' [  33  167]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]]']",1.0,0.0,0.9
27,9,9,6,12,0.3,0.5,0.8121926278546837,1.078630423707732,1.2515304729438097,1.1842099444996286,"['[[ -79  -41]', ' [  -5 -157]', ' [ -66 -132]', ' [  77   11]', ' [  20   22]', ' [  57   29]', ' [ 116  122]', ' [ -98 -126]', ' [-134  -62]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]', ' [   9  106]', ' [-173  111]', ' [  33  167]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]]']",1.0,0.0,0.9
28,6,6,5,12,0.1,0.6,0.9041112591816638,1.124600555918177,1.1336500785083936,1.1697643093057315,"['[[  23  185]', ' [ -11 -142]', ' [  46  -42]', ' [-200   24]', ' [ -76  157]', ' [   4   94]]']","['[[ -92 -155]', ' [ -19  172]', ' [  74   68]', ' [ 169  -17]', ' [  66 -191]', ' [-155 -184]]']","['[[ -92 -155]', ' [ -19  172]', ' [  74   68]', ' [ 169  -17]', ' [  66 -191]]']",1.0,0.0,0.9
29,9,9,6,24,0.3,0.5,0.8121926278546837,1.078630423707732,1.2515304729438097,1.1842099444996286,"['[[ -79  -41]', ' [  -5 -157]', ' [ -66 -132]', ' [  77   11]', ' [  20   22]', ' [  57   29]', ' [ 116  122]', ' [ -98 -126]', ' [-134  -62]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]', ' [   9  106]', ' [-173  111]', ' [  33  167]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]]']",1.0,0.0,0.9
30,9,9,6,36,0.3,0.5,0.8121926278546837,1.078630423707732,1.2515304729438097,1.1842099444996286,"['[[ -79  -41]', ' [  -5 -157]', ' [ -66 -132]', ' [  77   11]', ' [  20   22]', ' [  57   29]', ' [ 116  122]', ' [ -98 -126]', ' [-134  -62]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]', ' [   9  106]', ' [-173  111]', ' [  33  167]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]]']",1.0,0.0,0.9
31,9,9,6,46,0.3,0.5,0.8121926278546837,1.078630423707732,1.2515304729438097,1.1842099444996286,"['[[ -79  -41]', ' [  -5 -157]', ' [ -66 -132]', ' [  77   11]', ' [  20   22]', ' [  57   29]', ' [ 116  122]', ' [ -98 -126]', ' [-134  -62]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]', ' [   9  106]', ' [-173  111]', ' [  33  167]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]]']",1.0,0.0,0.9
32,6,6,5,46,0.6,0.5,0.9041112591816638,1.124600555918177,1.1336500785083936,1.1697643093057315,"['[[  23  185]', ' [ -11 -142]', ' [  46  -42]', ' [-200   24]', ' [ -76  157]', ' [   4   94]]']","['[[ -92 -155]', ' [ -19  172]', ' [  74   68]', ' [ 169  -17]', ' [  66 -191]', ' [-155 -184]]']","['[[ -92 -155]', ' [ -19  172]', ' [  74   68]', ' [ 169  -17]', ' [  66 -191]]']",1.0,0.0,0.9
33,9,9,6,12,0.3,0.6,0.8121926278546837,1.078630423707732,1.2515304729438097,1.1842099444996286,"['[[ -79  -41]', ' [  -5 -157]', ' [ -66 -132]', ' [  77   11]', ' [  20   22]', ' [  57   29]', ' [ 116  122]', ' [ -98 -126]', ' [-134  -62]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]', ' [   9  106]', ' [-173  111]', ' [  33  167]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]]']",1.0,0.0,0.9
34,9,9,6,24,0.3,0.6,0.8121926278546837,1.078630423707732,1.2515304729438097,1.1842099444996286,"['[[ -79  -41]', ' [  -5 -157]', ' [ -66 -132]', ' [  77   11]', ' [  20   22]', ' [  57   29]', ' [ 116  122]', ' [ -98 -126]', ' [-134  -62]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]', ' [   9  106]', ' [-173  111]', ' [  33  167]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]]']",1.0,0.0,0.9
35,9,9,6,36,0.3,0.6,0.8121926278546837,1.078630423707732,1.2515304729438097,1.1842099444996286,"['[[ -79  -41]', ' [  -5 -157]', ' [ -66 -132]', ' [  77   11]', ' [  20   22]', ' [  57   29]', ' [ 116  122]', ' [ -98 -126]', ' [-134  -62]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]', ' [   9  106]', ' [-173  111]', ' [  33  167]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]]']",1.0,0.0,0.9
36,9,9,6,46,0.3,0.6,0.8121926278546837,1.078630423707732,1.2515304729438097,1.1842099444996286,"['[[ -79  -41]', ' [  -5 -157]', ' [ -66 -132]', ' [  77   11]', ' [  20   22]', ' [  57   29]', ' [ 116  122]', ' [ -98 -126]', ' [-134  -62]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]', ' [   9  106]', ' [-173  111]', ' [  33  167]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]]']",1.0,0.0,0.9
37,9,9,6,36,0.6,0.3,0.8121926278546837,1.078630423707732,1.2515304729438097,1.1842099444996286,"['[[ -79  -41]', ' [  -5 -157]', ' [ -66 -132]', ' [  77   11]', ' [  20   22]', ' [  57   29]', ' [ 116  122]', ' [ -98 -126]', ' [-134  -62]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]', ' [   9  106]', ' [-173  111]', ' [  33  167]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]]']",1.0,0.0,0.9
38,9,6,1,36,0.3,0.5,5.0,5.0,5.0,5.0,"['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']","['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']",['[[0 0]]'],1.0,0.0,0.9
39,9,6,1,12,0.6,0.3,5.0,5.0,5.0,5.0,"['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']","['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']",['[[0 0]]'],1.0,0.0,0.9
40,9,6,1,12,0.6,0.5,5.0,5.0,5.0,5.0,"['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']","['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']",['[[0 0]]'],1.0,0.0,0.9
41,9,6,1,36,0.6,0.5,5.0,5.0,5.0,5.0,"['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']","['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']",['[[0 0]]'],1.0,0.0,0.9
42,6,6,5,24,0.1,0.6,0.9041112591816638,1.124600555918177,1.1336500785083936,1.1697643093057315,"['[[  23  185]', ' [ -11 -142]', ' [  46  -42]', ' [-200   24]', ' [ -76  157]', ' [   4   94]]']","['[[ -92 -155]', ' [ -19  172]', ' [  74   68]', ' [ 169  -17]', ' [  66 -191]', ' [-155 -184]]']","['[[ -92 -155]', ' [ -19  172]', ' [  74   68]', ' [ 169  -17]', ' [  66 -191]]']",1.0,0.0,0.9
43,6,6,5,12,0.6,0.6,0.9041112591816638,1.124600555918177,1.1336500785083936,1.1697643093057315,"['[[  23  185]', ' [ -11 -142]', ' [  46  -42]', ' [-200   24]', ' [ -76  157]', ' [   4   94]]']","['[[ -92 -155]', ' [ -19  172]', ' [  74   68]', ' [ 169  -17]', ' [  66 -191]', ' [-155 -184]]']","['[[ -92 -155]', ' [ -19  172]', ' [  74   68]', ' [ 169  -17]', ' [  66 -191]]']",1.0,0.0,0.9
44,9,9,6,46,0.6,0.3,0.8121926278546837,1.0786304237077322,1.2515304729438097,1.1842099444996286,"['[[ -79  -41]', ' [  -5 -157]', ' [ -66 -132]', ' [  77   11]', ' [  20   22]', ' [  57   29]', ' [ 116  122]', ' [ -98 -126]', ' [-134  -62]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]', ' [   9  106]', ' [-173  111]', ' [  33  167]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]]']",1.0,0.0,0.9
45,9,9,6,12,0.6,0.5,0.8121926278546837,1.0786304237077322,1.2515304729438097,1.1842099444996286,"['[[ -79  -41]', ' [  -5 -157]', ' [ -66 -132]', ' [  77   11]', ' [  20   22]', ' [  57   29]', ' [ 116  122]', ' [ -98 -126]', ' [-134  -62]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]', ' [   9  106]', ' [-173  111]', ' [  33  167]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]]']",1.0,0.0,0.9
46,9,9,6,24,0.6,0.5,0.8121926278546837,1.0786304237077322,1.2515304729438097,1.1842099444996286,"['[[ -79  -41]', ' [  -5 -157]', ' [ -66 -132]', ' [  77   11]', ' [  20   22]', ' [  57   29]', ' [ 116  122]', ' [ -98 -126]', ' [-134  -62]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]', ' [   9  106]', ' [-173  111]', ' [  33  167]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]]']",1.0,0.0,0.9
47,9,9,6,36,0.6,0.5,0.8121926278546837,1.0786304237077322,1.2515304729438097,1.1842099444996286,"['[[ -79  -41]', ' [  -5 -157]', ' [ -66 -132]', ' [  77   11]', ' [  20   22]', ' [  57   29]', ' [ 116  122]', ' [ -98 -126]', ' [-134  -62]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]', ' [   9  106]', ' [-173  111]', ' [  33  167]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]]']",1.0,0.0,0.9
48,9,9,6,46,0.6,0.5,0.8121926278546837,1.0786304237077322,1.2515304729438097,1.1842099444996286,"['[[ -79  -41]', ' [  -5 -157]', ' [ -66 -132]', ' [  77   11]', ' [  20   22]', ' [  57   29]', ' [ 116  122]', ' [ -98 -126]', ' [-134  -62]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]', ' [   9  106]', ' [-173  111]', ' [  33  167]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]]']",1.0,0.0,0.9
49,9,9,6,12,0.6,0.6,0.8121926278546837,1.0786304237077322,1.2515304729438097,1.1842099444996286,"['[[ -79  -41]', ' [  -5 -157]', ' [ -66 -132]', ' [  77   11]', ' [  20   22]', ' [  57   29]', ' [ 116  122]', ' [ -98 -126]', ' [-134  -62]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]', ' [   9  106]', ' [-173  111]', ' [  33  167]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]]']",1.0,0.0,0.9
50,9,9,6,24,0.6,0.6,0.8121926278546837,1.0786304237077322,1.2515304729438097,1.1842099444996286,"['[[ -79  -41]', ' [  -5 -157]', ' [ -66 -132]', ' [  77   11]', ' [  20   22]', ' [  57   29]', ' [ 116  122]', ' [ -98 -126]', ' [-134  -62]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]', ' [   9  106]', ' [-173  111]', ' [  33  167]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]]']",1.0,0.0,0.9
51,9,9,6,36,0.6,0.6,0.8121926278546837,1.0786304237077322,1.2515304729438097,1.1842099444996286,"['[[ -79  -41]', ' [  -5 -157]', ' [ -66 -132]', ' [  77   11]', ' [  20   22]', ' [  57   29]', ' [ 116  122]', ' [ -98 -126]', ' [-134  -62]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]', ' [   9  106]', ' [-173  111]', ' [  33  167]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]]']",1.0,0.0,0.9
52,9,9,6,46,0.6,0.6,0.8121926278546837,1.0786304237077322,1.2515304729438097,1.1842099444996286,"['[[ -79  -41]', ' [  -5 -157]', ' [ -66 -132]', ' [  77   11]', ' [  20   22]', ' [  57   29]', ' [ 116  122]', ' [ -98 -126]', ' [-134  -62]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]', ' [   9  106]', ' [-173  111]', ' [  33  167]]']","['[[  90 -180]', ' [ -79  -75]', ' [-113   18]', ' [ 199  142]', ' [ -22  168]', ' [  40   37]]']",1.0,0.0,0.9
53,6,6,5,36,0.1,0.6,0.9041112591816638,1.124600555918177,1.1336500785083936,1.1697643093057315,"['[[  23  185]', ' [ -11 -142]', ' [  46  -42]', ' [-200   24]', ' [ -76  157]', ' [   4   94]]']","['[[ -92 -155]', ' [ -19  172]', ' [  74   68]', ' [ 169  -17]', ' [  66 -191]', ' [-155 -184]]']","['[[ -92 -155]', ' [ -19  172]', ' [  74   68]', ' [ 169  -17]', ' [  66 -191]]']",1.0,0.0,0.9
54,6,6,5,24,0.6,0.6,0.9041112591816638,1.124600555918177,1.1336500785083936,1.1697643093057315,"['[[  23  185]', ' [ -11 -142]', ' [  46  -42]', ' [-200   24]', ' [ -76  157]', ' [   4   94]]']","['[[ -92 -155]', ' [ -19  172]', ' [  74   68]', ' [ 169  -17]', ' [  66 -191]', ' [-155 -184]]']","['[[ -92 -155]', ' [ -19  172]', ' [  74   68]', ' [ 169  -17]', ' [  66 -191]]']",1.0,0.0,0.9
55,6,6,5,46,0.1,0.6,0.9041112591816638,1.124600555918177,1.1336500785083936,1.1697643093057315,"['[[  23  185]', ' [ -11 -142]', ' [  46  -42]', ' [-200   24]', ' [ -76  157]', ' [   4   94]]']","['[[ -92 -155]', ' [ -19  172]', ' [  74   68]', ' [ 169  -17]', ' [  66 -191]', ' [-155 -184]]']","['[[ -92 -155]', ' [ -19  172]', ' [  74   68]', ' [ 169  -17]', ' [  66 -191]]']",1.0,0.0,0.9
56,6,6,5,12,0.3,0.6,0.9041112591816638,1.124600555918177,1.1336500785083936,1.1697643093057315,"['[[  23  185]', ' [ -11 -142]', ' [  46  -42]', ' [-200   24]', ' [ -76  157]', ' [   4   94]]']","['[[ -92 -155]', ' [ -19  172]', ' [  74   68]', ' [ 169  -17]', ' [  66 -191]', ' [-155 -184]]']","['[[ -92 -155]', ' [ -19  172]', ' [  74   68]', ' [ 169  -17]', ' [  66 -191]]']",1.0,0.0,0.9
