,Num_Cells_Strain1,Num_Cells_Strain2,t_deg,k_degA,k_degB,ratioS1,ratioS2,posS1,posS2,Stability,New_Stability,Replating
13,8,5,24,0.6,0.6,1.1731989199000317,1.0629438414402683,"['[[ 108  109]', ' [ 193 -126]', ' [-180   70]', ' [-195    5]', ' [-119  -45]', ' [   2  -78]', ' [  81  157]', ' [-160  163]]']","['[[  69  155]', ' [-126  -46]', ' [-101   12]', ' [ 110 -145]', ' [   6  157]]']",1.0,1.0,0.9
14,8,5,36,0.6,0.6,1.1731989199000317,1.0629438414402683,"['[[ 108  109]', ' [ 193 -126]', ' [-180   70]', ' [-195    5]', ' [-119  -45]', ' [   2  -78]', ' [  81  157]', ' [-160  163]]']","['[[  69  155]', ' [-126  -46]', ' [-101   12]', ' [ 110 -145]', ' [   6  157]]']",1.0,1.0,0.9
15,8,5,46,0.6,0.6,1.1731989199000317,1.0629438414402683,"['[[ 108  109]', ' [ 193 -126]', ' [-180   70]', ' [-195    5]', ' [-119  -45]', ' [   2  -78]', ' [  81  157]', ' [-160  163]]']","['[[  69  155]', ' [-126  -46]', ' [-101   12]', ' [ 110 -145]', ' [   6  157]]']",1.0,1.0,0.9
16,4,5,12,0.1,0.5,1.2936535430558038,0.865023260502975,"['[[-154  156]', ' [ 157  -72]', ' [-138 -155]', ' [-194  -97]]']","['[[ 176   34]', ' [-171   44]', ' [   3   57]', ' [-118    7]', ' [ -62  -85]]']",1.0,1.0,0.9
17,4,5,24,0.1,0.5,1.2936535430558038,0.865023260502975,"['[[-154  156]', ' [ 157  -72]', ' [-138 -155]', ' [-194  -97]]']","['[[ 176   34]', ' [-171   44]', ' [   3   57]', ' [-118    7]', ' [ -62  -85]]']",1.0,1.0,0.9
18,4,5,36,0.1,0.5,1.2936535430558038,0.865023260502975,"['[[-154  156]', ' [ 157  -72]', ' [-138 -155]', ' [-194  -97]]']","['[[ 176   34]', ' [-171   44]', ' [   3   57]', ' [-118    7]', ' [ -62  -85]]']",1.0,1.0,0.9
19,4,5,46,0.1,0.5,1.2936535430558038,0.865023260502975,"['[[-154  156]', ' [ 157  -72]', ' [-138 -155]', ' [-194  -97]]']","['[[ 176   34]', ' [-171   44]', ' [   3   57]', ' [-118    7]', ' [ -62  -85]]']",1.0,1.0,0.9
20,4,5,12,0.1,0.6,1.2936535430558038,0.865023260502975,"['[[-154  156]', ' [ 157  -72]', ' [-138 -155]', ' [-194  -97]]']","['[[ 176   34]', ' [-171   44]', ' [   3   57]', ' [-118    7]', ' [ -62  -85]]']",1.0,1.0,0.9
21,8,5,24,0.1,0.5,1.1731989199000317,1.0629438414402683,"['[[ 108  109]', ' [ 193 -126]', ' [-180   70]', ' [-195    5]', ' [-119  -45]', ' [   2  -78]', ' [  81  157]', ' [-160  163]]']","['[[  69  155]', ' [-126  -46]', ' [-101   12]', ' [ 110 -145]', ' [   6  157]]']",1.0,1.0,0.9
22,4,5,24,0.1,0.6,1.2936535430558038,0.865023260502975,"['[[-154  156]', ' [ 157  -72]', ' [-138 -155]', ' [-194  -97]]']","['[[ 176   34]', ' [-171   44]', ' [   3   57]', ' [-118    7]', ' [ -62  -85]]']",1.0,1.0,0.9
23,4,5,36,0.1,0.6,1.2936535430558038,0.865023260502975,"['[[-154  156]', ' [ 157  -72]', ' [-138 -155]', ' [-194  -97]]']","['[[ 176   34]', ' [-171   44]', ' [   3   57]', ' [-118    7]', ' [ -62  -85]]']",1.0,1.0,0.9
24,4,5,46,0.1,0.6,1.2936535430558038,0.865023260502975,"['[[-154  156]', ' [ 157  -72]', ' [-138 -155]', ' [-194  -97]]']","['[[ 176   34]', ' [-171   44]', ' [   3   57]', ' [-118    7]', ' [ -62  -85]]']",1.0,1.0,0.9
25,4,5,12,0.3,0.6,1.2936535430558038,0.865023260502975,"['[[-154  156]', ' [ 157  -72]', ' [-138 -155]', ' [-194  -97]]']","['[[ 176   34]', ' [-171   44]', ' [   3   57]', ' [-118    7]', ' [ -62  -85]]']",1.0,1.0,0.9
26,4,5,24,0.3,0.6,1.2936535430558038,0.865023260502975,"['[[-154  156]', ' [ 157  -72]', ' [-138 -155]', ' [-194  -97]]']","['[[ 176   34]', ' [-171   44]', ' [   3   57]', ' [-118    7]', ' [ -62  -85]]']",1.0,1.0,0.9
27,4,5,36,0.3,0.6,1.2936535430558038,0.865023260502975,"['[[-154  156]', ' [ 157  -72]', ' [-138 -155]', ' [-194  -97]]']","['[[ 176   34]', ' [-171   44]', ' [   3   57]', ' [-118    7]', ' [ -62  -85]]']",1.0,1.0,0.9
28,4,5,46,0.3,0.6,1.2936535430558038,0.865023260502975,"['[[-154  156]', ' [ 157  -72]', ' [-138 -155]', ' [-194  -97]]']","['[[ 176   34]', ' [-171   44]', ' [   3   57]', ' [-118    7]', ' [ -62  -85]]']",1.0,1.0,0.9
29,4,5,12,0.6,0.3,1.2936535430558038,0.865023260502975,"['[[-154  156]', ' [ 157  -72]', ' [-138 -155]', ' [-194  -97]]']","['[[ 176   34]', ' [-171   44]', ' [   3   57]', ' [-118    7]', ' [ -62  -85]]']",1.0,1.0,0.9
30,4,5,24,0.6,0.3,1.2936535430558038,0.865023260502975,"['[[-154  156]', ' [ 157  -72]', ' [-138 -155]', ' [-194  -97]]']","['[[ 176   34]', ' [-171   44]', ' [   3   57]', ' [-118    7]', ' [ -62  -85]]']",1.0,1.0,0.9
31,4,5,36,0.6,0.3,1.2936535430558038,0.865023260502975,"['[[-154  156]', ' [ 157  -72]', ' [-138 -155]', ' [-194  -97]]']","['[[ 176   34]', ' [-171   44]', ' [   3   57]', ' [-118    7]', ' [ -62  -85]]']",1.0,1.0,0.9
32,8,5,36,0.1,0.5,1.1731989199000317,1.0629438414402683,"['[[ 108  109]', ' [ 193 -126]', ' [-180   70]', ' [-195    5]', ' [-119  -45]', ' [   2  -78]', ' [  81  157]', ' [-160  163]]']","['[[  69  155]', ' [-126  -46]', ' [-101   12]', ' [ 110 -145]', ' [   6  157]]']",1.0,1.0,0.9
33,4,5,46,0.6,0.3,1.2936535430558038,0.865023260502975,"['[[-154  156]', ' [ 157  -72]', ' [-138 -155]', ' [-194  -97]]']","['[[ 176   34]', ' [-171   44]', ' [   3   57]', ' [-118    7]', ' [ -62  -85]]']",1.0,0.9,0.9
34,4,5,12,0.6,0.5,1.2936535430558038,0.865023260502975,"['[[-154  156]', ' [ 157  -72]', ' [-138 -155]', ' [-194  -97]]']","['[[ 176   34]', ' [-171   44]', ' [   3   57]', ' [-118    7]', ' [ -62  -85]]']",1.0,1.0,0.9
35,4,5,24,0.6,0.5,1.2936535430558038,0.865023260502975,"['[[-154  156]', ' [ 157  -72]', ' [-138 -155]', ' [-194  -97]]']","['[[ 176   34]', ' [-171   44]', ' [   3   57]', ' [-118    7]', ' [ -62  -85]]']",1.0,1.0,0.9
36,4,5,36,0.6,0.5,1.2936535430558038,0.865023260502975,"['[[-154  156]', ' [ 157  -72]', ' [-138 -155]', ' [-194  -97]]']","['[[ 176   34]', ' [-171   44]', ' [   3   57]', ' [-118    7]', ' [ -62  -85]]']",1.0,1.0,0.9
37,4,5,46,0.6,0.5,1.2936535430558038,0.865023260502975,"['[[-154  156]', ' [ 157  -72]', ' [-138 -155]', ' [-194  -97]]']","['[[ 176   34]', ' [-171   44]', ' [   3   57]', ' [-118    7]', ' [ -62  -85]]']",1.0,1.0,0.9
38,4,5,12,0.6,0.6,1.2936535430558038,0.865023260502975,"['[[-154  156]', ' [ 157  -72]', ' [-138 -155]', ' [-194  -97]]']","['[[ 176   34]', ' [-171   44]', ' [   3   57]', ' [-118    7]', ' [ -62  -85]]']",1.0,1.0,0.9
39,4,5,24,0.6,0.6,1.2936535430558038,0.865023260502975,"['[[-154  156]', ' [ 157  -72]', ' [-138 -155]', ' [-194  -97]]']","['[[ 176   34]', ' [-171   44]', ' [   3   57]', ' [-118    7]', ' [ -62  -85]]']",1.0,1.0,0.9
40,4,5,46,0.6,0.6,1.2936535430558038,0.865023260502975,"['[[-154  156]', ' [ 157  -72]', ' [-138 -155]', ' [-194  -97]]']","['[[ 176   34]', ' [-171   44]', ' [   3   57]', ' [-118    7]', ' [ -62  -85]]']",1.0,1.0,0.9
41,4,5,24,0.1,0.6,1.223315832041978,0.9637903994797716,"['[[ -33  181]', ' [ 142 -158]', ' [ -36  110]', ' [-134 -163]]']","['[[ -52 -133]', ' [ -87   56]', ' [-173   93]', ' [-184   39]', ' [ 177  107]]']",1.0,1.0,0.9
42,4,5,36,0.1,0.6,1.223315832041978,0.9637903994797716,"['[[ -33  181]', ' [ 142 -158]', ' [ -36  110]', ' [-134 -163]]']","['[[ -52 -133]', ' [ -87   56]', ' [-173   93]', ' [-184   39]', ' [ 177  107]]']",1.0,1.0,0.9
43,8,5,46,0.1,0.5,1.1731989199000317,1.0629438414402683,"['[[ 108  109]', ' [ 193 -126]', ' [-180   70]', ' [-195    5]', ' [-119  -45]', ' [   2  -78]', ' [  81  157]', ' [-160  163]]']","['[[  69  155]', ' [-126  -46]', ' [-101   12]', ' [ 110 -145]', ' [   6  157]]']",1.0,1.0,0.9
44,4,5,46,0.1,0.6,1.223315832041978,0.9637903994797716,"['[[ -33  181]', ' [ 142 -158]', ' [ -36  110]', ' [-134 -163]]']","['[[ -52 -133]', ' [ -87   56]', ' [-173   93]', ' [-184   39]', ' [ 177  107]]']",1.0,1.0,0.9
45,4,5,24,0.3,0.5,1.223315832041978,0.9637903994797716,"['[[ -33  181]', ' [ 142 -158]', ' [ -36  110]', ' [-134 -163]]']","['[[ -52 -133]', ' [ -87   56]', ' [-173   93]', ' [-184   39]', ' [ 177  107]]']",1.0,1.0,0.9
46,4,5,36,0.3,0.5,1.223315832041978,0.9637903994797716,"['[[ -33  181]', ' [ 142 -158]', ' [ -36  110]', ' [-134 -163]]']","['[[ -52 -133]', ' [ -87   56]', ' [-173   93]', ' [-184   39]', ' [ 177  107]]']",1.0,1.0,0.9
47,4,5,46,0.3,0.5,1.223315832041978,0.9637903994797716,"['[[ -33  181]', ' [ 142 -158]', ' [ -36  110]', ' [-134 -163]]']","['[[ -52 -133]', ' [ -87   56]', ' [-173   93]', ' [-184   39]', ' [ 177  107]]']",1.0,1.0,0.9
48,4,5,12,0.3,0.6,1.223315832041978,0.9637903994797716,"['[[ -33  181]', ' [ 142 -158]', ' [ -36  110]', ' [-134 -163]]']","['[[ -52 -133]', ' [ -87   56]', ' [-173   93]', ' [-184   39]', ' [ 177  107]]']",1.0,1.0,0.9
49,4,5,24,0.3,0.6,1.223315832041978,0.9637903994797716,"['[[ -33  181]', ' [ 142 -158]', ' [ -36  110]', ' [-134 -163]]']","['[[ -52 -133]', ' [ -87   56]', ' [-173   93]', ' [-184   39]', ' [ 177  107]]']",1.0,1.0,0.9
50,4,5,36,0.3,0.6,1.223315832041978,0.9637903994797716,"['[[ -33  181]', ' [ 142 -158]', ' [ -36  110]', ' [-134 -163]]']","['[[ -52 -133]', ' [ -87   56]', ' [-173   93]', ' [-184   39]', ' [ 177  107]]']",1.0,1.0,0.9
51,4,5,46,0.3,0.6,1.223315832041978,0.9637903994797716,"['[[ -33  181]', ' [ 142 -158]', ' [ -36  110]', ' [-134 -163]]']","['[[ -52 -133]', ' [ -87   56]', ' [-173   93]', ' [-184   39]', ' [ 177  107]]']",1.0,1.0,0.9
52,4,5,24,0.6,0.3,1.223315832041978,0.9637903994797716,"['[[ -33  181]', ' [ 142 -158]', ' [ -36  110]', ' [-134 -163]]']","['[[ -52 -133]', ' [ -87   56]', ' [-173   93]', ' [-184   39]', ' [ 177  107]]']",1.0,1.0,0.9
53,4,5,36,0.6,0.3,1.223315832041978,0.9637903994797716,"['[[ -33  181]', ' [ 142 -158]', ' [ -36  110]', ' [-134 -163]]']","['[[ -52 -133]', ' [ -87   56]', ' [-173   93]', ' [-184   39]', ' [ 177  107]]']",1.0,1.0,0.9
54,8,5,12,0.1,0.6,1.1731989199000317,1.0629438414402683,"['[[ 108  109]', ' [ 193 -126]', ' [-180   70]', ' [-195    5]', ' [-119  -45]', ' [   2  -78]', ' [  81  157]', ' [-160  163]]']","['[[  69  155]', ' [-126  -46]', ' [-101   12]', ' [ 110 -145]', ' [   6  157]]']",1.0,1.0,0.9
55,4,5,12,0.6,0.5,1.223315832041978,0.9637903994797716,"['[[ -33  181]', ' [ 142 -158]', ' [ -36  110]', ' [-134 -163]]']","['[[ -52 -133]', ' [ -87   56]', ' [-173   93]', ' [-184   39]', ' [ 177  107]]']",1.0,1.0,0.9
56,4,5,24,0.6,0.5,1.223315832041978,0.9637903994797716,"['[[ -33  181]', ' [ 142 -158]', ' [ -36  110]', ' [-134 -163]]']","['[[ -52 -133]', ' [ -87   56]', ' [-173   93]', ' [-184   39]', ' [ 177  107]]']",1.0,1.0,0.9
57,4,5,36,0.6,0.5,1.223315832041978,0.9637903994797716,"['[[ -33  181]', ' [ 142 -158]', ' [ -36  110]', ' [-134 -163]]']","['[[ -52 -133]', ' [ -87   56]', ' [-173   93]', ' [-184   39]', ' [ 177  107]]']",1.0,1.0,0.9
58,4,5,46,0.6,0.5,1.223315832041978,0.9637903994797716,"['[[ -33  181]', ' [ 142 -158]', ' [ -36  110]', ' [-134 -163]]']","['[[ -52 -133]', ' [ -87   56]', ' [-173   93]', ' [-184   39]', ' [ 177  107]]']",1.0,1.0,0.9
59,4,5,12,0.6,0.6,1.223315832041978,0.9637903994797716,"['[[ -33  181]', ' [ 142 -158]', ' [ -36  110]', ' [-134 -163]]']","['[[ -52 -133]', ' [ -87   56]', ' [-173   93]', ' [-184   39]', ' [ 177  107]]']",1.0,1.0,0.9
60,4,5,24,0.6,0.6,1.223315832041978,0.9637903994797716,"['[[ -33  181]', ' [ 142 -158]', ' [ -36  110]', ' [-134 -163]]']","['[[ -52 -133]', ' [ -87   56]', ' [-173   93]', ' [-184   39]', ' [ 177  107]]']",1.0,1.0,0.9
61,4,5,36,0.6,0.6,1.223315832041978,0.9637903994797716,"['[[ -33  181]', ' [ 142 -158]', ' [ -36  110]', ' [-134 -163]]']","['[[ -52 -133]', ' [ -87   56]', ' [-173   93]', ' [-184   39]', ' [ 177  107]]']",1.0,1.0,0.9
62,4,5,46,0.6,0.6,1.223315832041978,0.9637903994797716,"['[[ -33  181]', ' [ 142 -158]', ' [ -36  110]', ' [-134 -163]]']","['[[ -52 -133]', ' [ -87   56]', ' [-173   93]', ' [-184   39]', ' [ 177  107]]']",1.0,1.0,0.9
63,4,5,12,0.1,0.5,1.223315832041978,0.9637903994797716,"['[[ -33  181]', ' [ 142 -158]', ' [ -36  110]', ' [-134 -163]]']","['[[ -52 -133]', ' [ -87   56]', ' [-173   93]', ' [-184   39]', ' [ 177  107]]']",1.0,1.0,0.9
64,4,5,24,0.1,0.5,1.223315832041978,0.9637903994797716,"['[[ -33  181]', ' [ 142 -158]', ' [ -36  110]', ' [-134 -163]]']","['[[ -52 -133]', ' [ -87   56]', ' [-173   93]', ' [-184   39]', ' [ 177  107]]']",1.0,1.0,0.9
65,8,5,24,0.1,0.6,1.1731989199000317,1.0629438414402683,"['[[ 108  109]', ' [ 193 -126]', ' [-180   70]', ' [-195    5]', ' [-119  -45]', ' [   2  -78]', ' [  81  157]', ' [-160  163]]']","['[[  69  155]', ' [-126  -46]', ' [-101   12]', ' [ 110 -145]', ' [   6  157]]']",1.0,1.0,0.9
66,4,5,36,0.1,0.5,1.223315832041978,0.9637903994797716,"['[[ -33  181]', ' [ 142 -158]', ' [ -36  110]', ' [-134 -163]]']","['[[ -52 -133]', ' [ -87   56]', ' [-173   93]', ' [-184   39]', ' [ 177  107]]']",1.0,1.0,0.9
67,4,5,46,0.1,0.5,1.223315832041978,0.9637903994797716,"['[[ -33  181]', ' [ 142 -158]', ' [ -36  110]', ' [-134 -163]]']","['[[ -52 -133]', ' [ -87   56]', ' [-173   93]', ' [-184   39]', ' [ 177  107]]']",1.0,1.0,0.9
68,4,5,12,0.1,0.6,1.223315832041978,0.9637903994797716,"['[[ -33  181]', ' [ 142 -158]', ' [ -36  110]', ' [-134 -163]]']","['[[ -52 -133]', ' [ -87   56]', ' [-173   93]', ' [-184   39]', ' [ 177  107]]']",1.0,1.0,0.9
69,7,9,24,0.1,0.6,1000.0,1000.0,"['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']","['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']",1.0,1.0,0.9
70,7,9,36,0.1,0.6,1000.0,1000.0,"['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']","['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']",1.0,1.0,0.9
71,7,9,46,0.1,0.6,1000.0,1000.0,"['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']","['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']",1.0,1.0,0.9
72,7,9,12,0.3,0.5,1000.0,1000.0,"['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']","['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']",1.0,0.7,0.9
73,7,9,12,0.3,0.6,1000.0,1000.0,"['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']","['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']",1.0,1.0,0.9
74,7,9,24,0.3,0.6,1000.0,1000.0,"['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']","['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']",1.0,1.0,0.9
75,7,9,36,0.3,0.6,1000.0,1000.0,"['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']","['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']",1.0,1.0,0.9
76,8,5,36,0.1,0.6,1.1731989199000317,1.0629438414402683,"['[[ 108  109]', ' [ 193 -126]', ' [-180   70]', ' [-195    5]', ' [-119  -45]', ' [   2  -78]', ' [  81  157]', ' [-160  163]]']","['[[  69  155]', ' [-126  -46]', ' [-101   12]', ' [ 110 -145]', ' [   6  157]]']",1.0,1.0,0.9
77,7,9,46,0.3,0.6,1000.0,1000.0,"['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']","['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']",1.0,1.0,0.9
78,7,9,12,0.6,0.3,1000.0,1000.0,"['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']","['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']",1.0,0.8,0.9
79,7,9,24,0.6,0.3,1000.0,1000.0,"['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']","['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']",1.0,0.7,0.9
80,7,9,12,0.6,0.5,1000.0,1000.0,"['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']","['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']",1.0,1.0,0.9
81,7,9,24,0.6,0.5,1000.0,1000.0,"['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']","['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']",1.0,1.0,0.9
82,7,9,36,0.6,0.5,1000.0,1000.0,"['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']","['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']",1.0,1.0,0.9
83,7,9,46,0.6,0.5,1000.0,1000.0,"['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']","['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']",1.0,1.0,0.9
84,7,9,12,0.6,0.6,1000.0,1000.0,"['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']","['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']",1.0,1.0,0.9
85,7,9,24,0.6,0.6,1000.0,1000.0,"['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']","['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']",1.0,1.0,0.9
86,7,9,36,0.6,0.6,1000.0,1000.0,"['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']","['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']",1.0,1.0,0.9
87,8,5,46,0.1,0.6,1.1731989199000317,1.0629438414402683,"['[[ 108  109]', ' [ 193 -126]', ' [-180   70]', ' [-195    5]', ' [-119  -45]', ' [   2  -78]', ' [  81  157]', ' [-160  163]]']","['[[  69  155]', ' [-126  -46]', ' [-101   12]', ' [ 110 -145]', ' [   6  157]]']",1.0,1.0,0.9
88,7,9,46,0.6,0.6,1000.0,1000.0,"['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']","['[[0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]', ' [0 0]]']",1.0,1.0,0.9
