,Num_Cells_Strain1,Num_Cells_Strain2,Num_Cells_Strain3,t_deg,k_degA,k_degB,ratioS1,ratioS2,ratioS3_S1,ratioS3_S2,posS1,posS2,posS3,Stability,s1
10,9,10,2,36,0.1,0.3,0.9067667741122335,0.7581587747966261,1.2342858689455207,1.720780676779081,"[[ 146  -41]
 [ -68  153]
 [-135  179]
 [ 156    4]
 [-156 -127]
 [ -91  170]
 [ -66 -168]
 [-143  199]
 [-139  162]]","[[ 184 -156]
 [ 153  -60]
 [-169 -145]
 [ -17  -26]
 [  59 -195]
 [-109 -142]
 [ -68  -59]
 [ -17  -10]
 [ 194 -134]
 [-109   36]]","[[ 153  -60]
 [-169 -145]]",0.6,"frozenset({-127, 4, 199, 146, -41, -168, 153, 156, 162, -156, -91, 170, -143, 179, -139, -135, -68, -66})"
11,9,1,3,36,0.1,0.3,0.5893783164545203,0.0,1.1829989912526706,0.9097296362751045,"[[  71  192]
 [-148  -88]
 [  73   97]
 [-170  158]
 [ 155  168]
 [ 114  -37]
 [-136  134]
 [ 154  198]
 [ 150   10]]",[[-192 -195]],"[[-148  -88]
 [  73   97]
 [-170  158]]",0.0,"frozenset({192, 134, 71, 198, 73, 10, -170, 150, 154, -37, 155, 158, 97, -88, 168, -148, 114, -136})"
12,6,9,8,36,0.1,0.3,1.053564911839742,1.0223616903995476,0.9935155316691543,1.0394752008554902,"[[  -3  -58]
 [  55  150]
 [   9  140]
 [ 200 -190]
 [ -26 -174]
 [ 155   64]]","[[-154  133]
 [  94 -109]
 [  -3  198]
 [  21  -68]
 [ -13 -181]
 [-182 -138]
 [  88   69]
 [-178   25]
 [  70   21]]","[[  21  -68]
 [ -13 -181]
 [-182 -138]
 [  88   69]
 [-178   25]
 [  70   21]
 [  54 -176]
 [ 128   72]]",0.4,"frozenset({64, -190, -58, -26, 200, 9, 140, -174, 150, 55, 155, -3})"
13,5,4,7,36,0.1,0.3,1.2693241909253856,1.0163898358229857,1.044253196040992,1.2395238212441955,"[[-199  175]
 [ 148  -30]
 [  75  -64]
 [ -27  109]
 [-171 -148]]","[[ -99  -59]
 [ -47 -153]
 [  -3   63]
 [-174  175]]","[[-171 -148]
 [ -99  -59]
 [ -47 -153]
 [  -3   63]
 [-174  175]
 [ 102   -3]
 [ -95  187]]",0.6,"frozenset({-64, -30, -27, 75, -148, 109, 175, 148, -171, -199})"
14,6,5,10,36,0.1,0.3,1.0365026993101047,0.7706425969305541,0.8792967551358867,1.2170195968651984,"[[ -33  174]
 [-100 -195]
 [ -65  195]
 [-152   88]
 [   2  154]
 [  27 -111]]","[[173  76]
 [ 41 -71]
 [ 99 130]
 [ 77 -11]
 [-87  29]]","[[  27 -111]
 [ 173   76]
 [  41  -71]
 [  99  130]
 [  77  -11]
 [ -87   29]
 [ 121  166]
 [ 148  187]
 [ 116  196]
 [-199  -20]]",0.2,"frozenset({2, 195, 154, -152, 174, -111, 88, -33, 27, -100, -195, -65})"
15,3,2,4,36,0.1,0.3,0.9307016744848775,1.0416454475496115,0.9560097963328557,1.3675371535651568,"[[ 155  182]
 [ 145  -15]
 [  58 -112]]","[[  80  135]
 [-140   45]]","[[  58 -112]
 [  80  135]
 [-140   45]
 [-113   96]]",0.4,"frozenset({-112, 145, -15, 182, 58, 155})"
16,10,9,4,36,0.1,0.3,1.110933744653978,0.8421236420776924,0.9596214063268135,1.1662332953598311,"[[-104 -132]
 [  97 -199]
 [ 127    6]
 [ 175  -36]
 [  11  -84]
 [ 125   93]
 [  47 -144]
 [-171   -3]
 [-121  124]
 [ -40  137]]","[[-123  -82]
 [  19  170]
 [ 105   40]
 [ 166  -12]
 [ -19  127]
 [ 156  -70]
 [ 109   52]
 [ 176   61]
 [   4  103]]","[[ -40  137]
 [-123  -82]
 [  19  170]
 [ 105   40]]",0.5,"frozenset({6, -121, 137, 11, -171, -104, -40, -36, 93, 97, -84, 175, 47, -144, 124, -3, -199, -132, 125, 127})"
17,9,1,3,36,0.1,0.3,0.958674835915208,0.0,1.1713160075311309,1.1085102600979169,"[[ 104   26]
 [ 160   61]
 [ -20 -160]
 [  31  -43]
 [ 115 -100]
 [-150  126]
 [ 191  -15]
 [  23  151]
 [ 155    4]]",[[-77  -9]],"[[ 160   61]
 [ -20 -160]
 [  31  -43]]",0.0,"frozenset({4, -43, 23, 151, 26, 155, -100, 31, 160, -160, 104, -150, -20, -15, 115, 61, 126, 191})"
18,5,10,10,36,0.1,0.3,0.9189418762310563,1.1398215254583977,1.0438783465374593,1.0316355010048992,"[[  22  150]
 [-179   45]
 [ 151   60]
 [  89   63]
 [ 184  -13]]","[[ 166   49]
 [ 133  170]
 [ -57   50]
 [-190  -24]
 [  49 -138]
 [-151   14]
 [ -16    0]
 [-197 -161]
 [ 179  -96]
 [ 191  101]]","[[-151   14]
 [ -16    0]
 [-197 -161]
 [ 179  -96]
 [ 191  101]
 [  -6 -126]
 [-117 -109]
 [ 195  -33]
 [  43  -28]
 [ 183   66]]",0.6,"frozenset({45, -179, -13, 150, 22, 151, 89, 60, 184, 63})"
19,9,10,1,36,0.1,0.3,1.018829803590099,0.7931087293906206,0.0,0.0,"[[ 157  -98]
 [ 127  169]
 [ -31  -30]
 [-147  -27]
 [-156   66]
 [  65  191]
 [-108    5]
 [ 195  116]
 [ 198   -7]]","[[-149   95]
 [-125  138]
 [ 117  -45]
 [-187  193]
 [ -99   10]
 [  23  -67]
 [ -98  120]
 [ -68 -146]
 [-184   24]
 [-160  119]]",[[-125  138]],0.0,"frozenset({65, 66, 195, 5, 198, -108, 157, -98, -31, -30, -156, -27, 169, -147, 116, -7, 127, 191})"
20,5,7,7,36,0.1,0.3,1.1194921982625858,1.0953456426278612,1.044305483614193,1.1035587236697353,"[[  27  -53]
 [-134 -198]
 [ -33   92]
 [ 183   81]
 [ 123   12]]","[[  36 -123]
 [ 197    5]
 [  75  164]
 [  -1  198]
 [ -32 -148]
 [  16  110]
 [ -97  -62]]","[[  75  164]
 [  -1  198]
 [ -32 -148]
 [  16  110]
 [ -97  -62]
 [  55  -57]
 [ -57 -179]]",0.7,"frozenset({-53, 123, 12, 92, 81, 183, -134, 27, -198, -33})"
21,6,9,6,36,0.1,0.3,0.8929071045482063,1.0794718933622687,1.0198938735903569,1.1273903092227437,"[[-193  -60]
 [   9  128]
 [-102   47]
 [  28 -153]
 [   0  -68]
 [-183  -97]]","[[  72 -136]
 [  48 -129]
 [-189    4]
 [ 195 -200]
 [  -5   55]
 [  30  118]
 [ 152  104]
 [  17 -115]
 [ -73  185]]","[[ 195 -200]
 [  -5   55]
 [  30  118]
 [ 152  104]
 [  17 -115]
 [ -73  185]]",0.7,"frozenset({128, 0, -60, -153, 9, -68, -183, 47, -97, -102, 28, -193})"
22,3,1,5,36,0.1,0.3,1.239590114102014,0.0,1.1810406340091375,1.2649061891503937,"[[ 133  -10]
 [-114   52]
 [-124    3]]",[[-110  -73]],"[[-114   52]
 [-124    3]
 [-110  -73]
 [  39    7]
 [ 126   14]]",0.1,"frozenset({3, -124, 133, 52, -10, -114})"
23,1,10,9,36,0.1,0.3,0.0,1.4114670202551243,0.8999219582291438,0.6500377877486747,[[-18  26]],"[[ 112  142]
 [-100  158]
 [ -34  133]
 [-152   80]
 [  -3 -109]
 [ 155   75]
 [ -76   32]
 [ 147  197]
 [ 145 -142]
 [ -26 -135]]","[[ -26 -135]
 [-127 -115]
 [ -46 -153]
 [ -22   48]
 [-172 -118]
 [ 184 -129]
 [  37 -156]
 [ -82 -122]
 [-143  -91]]",0.8,"frozenset({26, -18})"
24,4,7,10,36,0.1,0.3,0.9867554678121758,1.0868637686907017,1.1939192222129642,1.0740030214383447,"[[ -91   -1]
 [   0  151]
 [-166  -85]
 [-132 -166]]","[[ -42   41]
 [  47   -8]
 [-112  104]
 [  28   48]
 [ -28  198]
 [ 107 -160]
 [-183 -180]]","[[  28   48]
 [ -28  198]
 [ 107 -160]
 [-183 -180]
 [-156   98]
 [-168   -6]
 [   9  176]
 [-126 -135]
 [-142   84]
 [-144 -114]]",0.3,"frozenset({0, -91, 151, -166, -85, -132, -1})"
25,3,10,3,36,0.1,0.3,1.153842933476527,1.0856539402398715,1.0999880870004535,1.0457851604179704,"[[-92 195]
 [ 20  67]
 [118 -90]]","[[ 127  183]
 [ 106 -129]
 [ -24 -140]
 [  49   35]
 [-119   66]
 [-119  -82]
 [  84 -189]
 [ -61  108]
 [-106  200]
 [ -68 -104]]","[[ -61  108]
 [-106  200]
 [ -68 -104]]",0.3,"frozenset({67, 195, -92, -90, 20, 118})"
26,7,4,6,36,0.1,0.3,1.1856170145234486,1.049790902332008,1.0722903574673328,1.1533580624619124,"[[  10 -173]
 [-100  -96]
 [ -41   45]
 [-112 -122]
 [-105  -23]
 [-147   75]
 [  70  155]]","[[ -96   88]
 [-199  -39]
 [ -55 -107]
 [ -22 -113]]","[[-105  -23]
 [-147   75]
 [  70  155]
 [ -96   88]
 [-199  -39]
 [ -55 -107]]",0.6,"frozenset({-96, -122, 70, -23, 10, 75, 45, -147, -112, -105, -173, -41, 155, -100})"
27,5,9,6,36,0.1,0.3,0.6576540058542079,0.9255786075190249,1.2183835610063427,1.2659116773124484,"[[-173  160]
 [-154  -61]
 [ -96  -41]
 [ -43   47]
 [-186  102]]","[[  58   66]
 [-113    4]
 [  69 -134]
 [  75   -6]
 [-160  -73]
 [  26  112]
 [ 186 -160]
 [ 161 -155]
 [-129 -103]]","[[-160  -73]
 [  26  112]
 [ 186 -160]
 [ 161 -155]
 [-129 -103]
 [-176  134]]",0.4,"frozenset({160, -96, -61, -154, -186, 102, 47, -173, -43, -41})"
28,10,4,1,36,0.1,0.3,1.0079602707955693,0.9891742374696334,0.0,0.0,"[[  80  119]
 [ 194   61]
 [   1  117]
 [-136  121]
 [  32  -93]
 [ 114   20]
 [ 123 -144]
 [ 172 -168]
 [ 156 -128]
 [ -55  -73]]","[[-168 -170]
 [  93 -128]
 [ -68    3]
 [ 110  -84]]",[[ 32 -93]],0.0,"frozenset({-128, 1, 194, -55, 80, 20, 119, -168, 156, 32, -93, 172, -144, 114, 117, -73, -136, 121, 123, 61})"
29,3,8,3,36,0.1,0.3,1.0766022293894288,0.880309493317144,1.1520691712001174,1.4065437412137483,"[[ -88 -179]
 [ 140    7]
 [-116 -116]]","[[ 131  183]
 [  10   18]
 [ -69 -111]
 [  28  -11]
 [  59   24]
 [ 144  162]
 [ -15 -112]
 [  86 -133]]","[[ 144  162]
 [ -15 -112]
 [  86 -133]]",0.4,"frozenset({140, 7, -88, -116, -179})"
30,2,8,3,36,0.1,0.3,1.1727245270384163,1.0870299913698032,0.4399614130903572,0.48182461205613314,"[[-128   62]
 [ 125   29]]","[[ -17  195]
 [ 185 -186]
 [ 181 -141]
 [ 168  175]
 [ -74 -110]
 [  73   43]
 [ 102   79]
 [ 198  155]]","[[102  79]
 [198 155]
 [132 122]]",0.1,"frozenset({-128, 29, 125, 62})"
31,9,8,1,36,0.1,0.3,0.9723278835896391,1.113906856130578,0.0,0.0,"[[-160  115]
 [ -89  -28]
 [ 130  142]
 [ -65  -35]
 [ -60 -142]
 [ 163 -177]
 [ -69 -151]
 [-186  -44]
 [ -34   62]]","[[ 171   64]
 [ -79  -23]
 [-182 -151]
 [ 146   47]
 [-136  130]
 [ -41   62]
 [ 139  190]
 [   6 -159]]",[[-34  62]],0.2,"frozenset({130, -60, -186, 142, -177, -44, -35, -34, -160, 163, -28, -89, -151, -142, 115, -69, 62, -65})"
32,4,5,7,36,0.1,0.3,1.129416638213139,1.1841411841341387,1.1634963515742185,1.154384282434085,"[[  54   70]
 [-150  132]
 [-131  -51]
 [  54  -72]]","[[ 118   74]
 [  27   15]
 [  60  195]
 [-104 -154]
 [-118  -13]]","[[  27   15]
 [  60  195]
 [-104 -154]
 [-118  -13]
 [   4  194]
 [-139 -144]
 [ -99  195]]",0.6,"frozenset({-131, 132, 70, 54, -72, -150, -51})"
33,5,8,4,36,0.1,0.3,0.9495994243156013,1.1840390635127214,1.3581990098969923,1.319674863654061,"[[  62  119]
 [ -60  -51]
 [ -15 -160]
 [ 162   11]
 [-150   50]]","[[ -80 -189]
 [-137  -93]
 [ 144   61]
 [  34  184]
 [ 154 -182]
 [ 168  169]
 [-129 -170]
 [ 139 -150]]","[[  34  184]
 [ 154 -182]
 [ 168  169]
 [-129 -170]]",0.2,"frozenset({-160, 162, -60, -150, 11, -51, -15, 50, 119, 62})"
34,6,1,2,36,0.1,0.3,0.9950338561068479,0.0,1.15985724745032,0.947798797806461,"[[-143  -27]
 [ -88   82]
 [-124 -140]
 [ 172  136]
 [  61   15]
 [ 127  103]]",[[  88 -110]],"[[ -88   82]
 [-124 -140]]",0.0,"frozenset({-124, -27, 103, -88, 136, 172, 15, -143, 82, -140, 61, 127})"
35,5,6,3,36,0.1,0.3,1.11230948154233,1.1001616399621093,0.6199962071821002,0.684872739135638,"[[  65  196]
 [-107  112]
 [-103 -145]
 [ 175  -22]
 [  32  -59]]","[[ 156  107]
 [ -10  152]
 [-138   77]
 [-160   33]
 [ 134 -130]
 [ 156  195]]","[[ -10  152]
 [-138   77]
 [-160   33]]",0.5,"frozenset({32, 65, 196, -59, -22, -145, 112, 175, -107, -103})"
36,4,10,4,36,0.1,0.3,1.2173977916681835,0.9997875100474644,1.215366523044059,1.29212779407895,"[[ 143  175]
 [ -60   -3]
 [-154  -43]
 [  26 -143]]","[[   4   53]
 [  55 -122]
 [ -59 -103]
 [  53 -110]
 [ 183  -88]
 [  59  196]
 [  77  185]
 [ 108  -65]
 [  -1  -80]
 [-180   18]]","[[  77  185]
 [ 108  -65]
 [  -1  -80]
 [-180   18]]",0.2,"frozenset({-60, -154, 175, 143, -143, -43, 26, -3})"
37,9,2,7,36,0.1,0.3,1.017008897632859,1.5861634503757083,1.1388862581141965,1.0532297745860666,"[[-169 -194]
 [ -34   67]
 [-168  -29]
 [ 127 -150]
 [ 193  141]
 [   6 -196]
 [-110 -105]
 [ 146   29]
 [-147  -35]]","[[ 196   61]
 [ -86 -187]]","[[-168  -29]
 [ 127 -150]
 [ 193  141]
 [   6 -196]
 [-110 -105]
 [ 146   29]
 [-147  -35]]",0.0,"frozenset({193, 67, 6, 141, -110, 146, -105, -169, -168, -35, 29, -34, -29, -150, -147, -196, -194, 127})"
38,9,4,5,36,0.1,0.3,0.8482135729129509,1.3466986818172704,1.0423812598806481,0.756356160006929,"[[ -27  -47]
 [ -76 -185]
 [ 106  117]
 [-164  136]
 [  14   16]
 [-141  -65]
 [ -38   59]
 [  61  119]
 [ -35  196]]","[[ 154  -21]
 [-103  200]
 [ 196  127]
 [-137 -119]]","[[  14   16]
 [-141  -65]
 [ -38   59]
 [  61  119]
 [ -35  196]]",0.0,"frozenset({196, -185, 136, 14, 16, -47, -38, -164, -35, -27, 106, -141, -76, 117, 119, 59, 61, -65})"
39,7,6,6,36,0.1,0.3,0.9113553449718091,0.947226551926622,0.8629553037984492,1.1153901905353398,"[[ 114 -187]
 [  86  183]
 [  58  -46]
 [  97  -90]
 [ 199  -99]
 [  29   -2]
 [-133  167]]","[[  15  101]
 [  63 -185]
 [-127  155]
 [  72  184]
 [ -65  185]
 [-182   26]]","[[-133  167]
 [  15  101]
 [  63 -185]
 [-127  155]
 [  72  184]
 [ -65  185]]",0.6,"frozenset({97, -187, -90, 199, 167, 114, -46, 29, 86, 183, 58, -133, -99, -2})"
40,6,1,7,36,0.1,0.3,1.4152636751001353,0.0,1.147316419831158,1.53862380148977,"[[  -5  103]
 [  41  104]
 [  77  191]
 [ -79 -161]
 [-157 -167]
 [ -88  139]]",[[31 43]],"[[  41  104]
 [  77  191]
 [ -79 -161]
 [-157 -167]
 [ -88  139]
 [  31   43]
 [ 112  132]]",0.3,"frozenset({-157, 103, 104, 41, -88, 139, 77, -79, -161, -167, -5, 191})"
41,5,2,10,36,0.1,0.3,1.104706086497481,0.44817128239806125,1.1655642926231604,1.4490997954239324,"[[ -29  -53]
 [  54  118]
 [ 198 -107]
 [ 175  -74]
 [  41  -88]]","[[-51 -15]
 [  5  28]]","[[ 198 -107]
 [ 175  -74]
 [  41  -88]
 [ -51  -15]
 [   5   28]
 [-189 -184]
 [-178  134]
 [-144   -4]
 [ 190 -172]
 [ -17   20]]",0.6,"frozenset({-29, 198, -88, 41, -53, 175, -107, 54, 118, -74})"
42,2,3,5,36,0.1,0.3,0.028464209129499856,1.4310734426511083,1.4563896166695876,0.9439067486799094,"[[  6 -60]
 [  8 -55]]","[[ 172  174]
 [  58  -94]
 [ 184 -189]]","[[  58  -94]
 [ 184 -189]
 [ -71   42]
 [  81 -130]
 [ -27   74]]",0.1,"frozenset({8, -55, -60, 6})"
43,9,7,10,36,0.1,0.3,0.8363026026006865,0.9160095251220806,1.0148676595373047,1.1186974344432696,"[[ 110  -17]
 [ -80  -48]
 [ -99   96]
 [ 174   38]
 [  22  -60]
 [-135  182]
 [-175  -17]
 [-159  -94]
 [ -85   61]]","[[  38  125]
 [ 137  157]
 [ 113 -142]
 [ 186  -31]
 [ 105  169]
 [ -94 -113]
 [  64  193]]","[[-159  -94]
 [ -85   61]
 [  38  125]
 [ 137  157]
 [ 113 -142]
 [ 186  -31]
 [ 105  169]
 [ -94 -113]
 [  64  193]
 [  43  147]]",0.9,"frozenset({-60, -48, -175, 22, -99, 96, -159, -94, 38, -85, 110, -17, -80, 174, 182, -135, 61})"
44,1,10,4,36,0.1,0.3,0.0,1.2988148939097353,0.9146899972636873,1.0186429290996792,[[-88 110]],"[[ -37  106]
 [ -21  109]
 [ 126  166]
 [  70   44]
 [ -21  144]
 [ -55 -188]
 [-117   77]
 [ -73  103]
 [-101 -190]
 [ -16 -116]]","[[ -16 -116]
 [  75  152]
 [ 166  109]
 [  18  -71]]",0.0,"frozenset({-88, 110})"
45,8,4,5,36,0.1,0.3,1.027113450853872,0.8114029635936996,1.123961281550502,0.963022268323952,"[[ -23  110]
 [ -15 -120]
 [-121 -124]
 [ 142  118]
 [ 155 -133]
 [-128 -194]
 [ -89   43]
 [  66   14]]","[[ -46 -105]
 [ -73  139]
 [ -58  134]
 [-200   63]]","[[ 155 -133]
 [-128 -194]
 [ -89   43]
 [  66   14]
 [ -46 -105]]",0.2,"frozenset({-128, 66, -124, -121, -120, 142, 14, 155, -89, -23, 43, 110, -15, 118, -133, -194})"
46,2,10,5,36,0.1,0.3,0.8561569347127277,1.1612459791865528,1.005472926938274,1.0553395264975376,"[[   7 -149]
 [ 190 -187]]","[[ 137 -192]
 [-177   47]
 [ 109  184]
 [ 173  -71]
 [ -47  -22]
 [   9 -179]
 [-180  170]
 [ 183 -131]
 [ 155 -121]
 [-115  -81]]","[[ 155 -121]
 [-115  -81]
 [-134  -50]
 [ 135  -43]
 [-199   99]]",0.0,"frozenset({-149, -187, 190, 7})"
47,1,3,4,36,0.1,0.3,0.0,1.3371941260045521,1.5141051714468494,0.9727365635964739,[[ -2 -30]],"[[ -67  -59]
 [-195   36]
 [ -23 -195]]","[[ -23 -195]
 [  36  -21]
 [   8 -144]
 [  62  106]]",0.0,"frozenset({-30, -2})"
48,3,3,7,36,0.1,0.3,1.6280901794582134,0.5395211434943624,0.6211667825392162,1.286855747767,"[[ 198  168]
 [ 186 -196]
 [-192   26]]","[[  57    2]
 [  -1  -64]
 [-114   24]]","[[  57    2]
 [  -1  -64]
 [-114   24]
 [ -98 -119]
 [  58  103]
 [  22  -41]
 [ 129  109]]",0.0,"frozenset({-192, 198, 168, 186, 26, -196})"
49,2,1,5,36,0.1,0.3,1.7793171068144775,0.0,1.0348856148039378,1.0887826531019684,"[[-151  183]
 [  15 -199]]",[[-199   59]],"[[  15 -199]
 [-199   59]
 [  10  -21]
 [  96  155]
 [ 194  165]]",0.0,"frozenset({-151, -199, 15, 183})"
50,8,10,9,36,0.1,0.3,0.7553493512018473,1.0079740617291955,1.0318372969305933,1.1031139556589893,"[[ -83  -81]
 [-160   59]
 [-122 -196]
 [ -52  -28]
 [ -23   37]
 [  61   70]
 [-144  105]
 [-181 -146]]","[[  57  120]
 [   6  176]
 [-100 -168]
 [ 135 -127]
 [   5 -104]
 [ 171  129]
 [ 110  134]
 [-198  184]
 [  76 -136]
 [  29  155]]","[[-100 -168]
 [ 135 -127]
 [   5 -104]
 [ 171  129]
 [ 110  134]
 [-198  184]
 [  76 -136]
 [  29  155]
 [  91 -123]]",0.5,"frozenset({-122, 70, -181, -52, -160, -28, 37, -23, 105, -83, -146, -81, -144, 59, -196, 61})"
51,5,5,2,36,0.1,0.3,0.7455589252889782,0.8572609528570792,0.11126153897343528,0.19939745672338233,"[[  39  191]
 [ -74   31]
 [ -80  179]
 [-119  -71]
 [ -53  -35]]","[[-115 -178]
 [-123 -153]
 [  81   57]
 [ 147  -42]
 [ -93 -194]]","[[-115 -178]
 [-123 -153]]",0.0,"frozenset({39, -119, -53, -80, 179, -74, -71, 31, -35, 191})"
52,3,1,8,36,0.1,0.3,0.6662205675364095,0.0,1.1520495525593915,0.9019326276560029,"[[  95  167]
 [-110   74]
 [  52   -2]]",[[-107 -170]],"[[-110   74]
 [  52   -2]
 [-107 -170]
 [ -38   62]
 [-111   89]
 [  29 -151]
 [  60  -42]
 [ 133  172]]",0.0,"frozenset({-110, 52, 167, 74, -2, 95})"
53,3,3,9,36,0.1,0.3,1.2049803583725378,0.3106111144291231,1.051271239817478,1.3751394861373827,"[[197 173]
 [ 71 -68]
 [-79   2]]","[[-112  123]
 [ -60  146]
 [ -48   83]]","[[-112  123]
 [ -60  146]
 [ -48   83]
 [ -53   34]
 [ -90 -145]
 [   7  166]
 [ -13 -163]
 [ 147  161]
 [ 198 -167]]",0.4,"frozenset({-79, 2, 197, 71, -68, 173})"
54,3,9,8,36,0.1,0.3,0.7856029087351899,1.0199148964915388,1.1538394686115503,0.9793379750198413,"[[  59  149]
 [-141  156]
 [  15   64]]","[[ 169   67]
 [ 101  -87]
 [ -94 -127]
 [   9   95]
 [-196 -165]
 [-151   13]
 [-139   86]
 [ -11   48]
 [  31  -70]]","[[-139   86]
 [ -11   48]
 [  31  -70]
 [ -31  123]
 [ -22  110]
 [ 173   61]
 [-175  147]
 [  87  -99]]",0.7,"frozenset({64, -141, 149, 59, 156, 15})"
55,4,10,5,36,0.1,0.3,1.0001236825811075,1.0953905115421325,1.149934206295083,1.1106777616228027,"[[ -43   77]
 [-194    7]
 [-186  176]
 [ -46 -130]]","[[ -22 -135]
 [-176  -51]
 [-172  176]
 [-150  -42]
 [ 113  -18]
 [ 164   48]
 [ 109   -6]
 [ 169  109]
 [-144   45]
 [-171  133]]","[[ 109   -6]
 [ 169  109]
 [-144   45]
 [-171  133]
 [-197  169]]",0.5,"frozenset({-186, 7, 77, 176, -46, -130, -43, -194})"
