,Num_Cells_Strain1,Num_Cells_Strain2,t_deg_x,k_degA,k_degB,ratioS1,ratioS2,posS1,posS2,Stability,Replating,New_Stability
40,9,3,46,0.1,0.3,1.085280617419424,1.176737036507546,"[[ -73  161]
 [ 130 -106]
 [ 199  174]
 [-189   91]
 [-119  -95]
 [ 192   77]
 [ -18   67]
 [-129   69]
 [ 119 -185]]","[[ -67  190]
 [ 158 -161]
 [ -39  159]]",0.1,0.9,0.0
41,6,5,46,0.1,0.3,0.754242693284189,1.438008361976111,"[[ -48  118]
 [-141  121]
 [ -46  -77]
 [-128   58]
 [ -98  145]
 [  21   -8]]","[[-160  -93]
 [-177  184]
 [  19  -36]
 [ -91  172]
 [ 187   77]]",0.0,0.9,0.1
42,10,1,46,0.1,0.3,0.9714898452909084,0.0,"[[-185   47]
 [-123 -160]
 [-147  -89]
 [ -96  135]
 [ -69  189]
 [-163 -179]
 [-126  -85]
 [  -8 -109]
 [ 196    0]
 [  63   -9]]",[[97 45]],0.0,0.9,0.0
43,4,7,46,0.1,0.3,0.9580810778520057,1.1487979276695288,"[[ -59   69]
 [-105   94]
 [   6 -133]
 [-179  -23]]","[[ -80  191]
 [-133  114]
 [-175   79]
 [  82   44]
 [ -43 -104]
 [-103   41]
 [ 159  178]]",0.0,0.9,0.0
44,4,1,46,0.1,0.3,0.8842225577969737,0.0,"[[ -64  -28]
 [  96  133]
 [  42 -200]
 [ 161  -70]]",[[-76 150]],0.0,0.9,0.0
45,3,9,46,0.1,0.3,1.0205913932423345,1.0064256611513114,"[[-176  135]
 [ -64  -23]
 [  91   99]]","[[ -10    5]
 [  29 -138]
 [ -88  -54]
 [ 190  125]
 [-164 -121]
 [ 101 -111]
 [-111 -190]
 [ -80  -94]
 [-184  144]]",0.0,0.9,0.0
46,2,4,46,0.1,0.3,1.06813006841148,1.2870699793173956,"[[ 68 178]
 [ 51  42]]","[[ 52 100]
 [-65  88]
 [184 -79]
 [ 41  59]]",0.3,0.9,0.2
47,5,1,46,0.1,0.3,0.8146441163287416,0.0,"[[-191  188]
 [ -73  -10]
 [-125 -172]
 [ 166 -189]
 [-154   60]]",[[154 142]],0.0,0.9,0.0
48,6,9,46,0.1,0.3,0.8785570862196669,0.8430066127202097,"[[ 180  166]
 [ 141  -20]
 [ -58 -131]
 [ 125  -62]
 [  27 -181]
 [ 108 -168]]","[[-104   12]
 [-139  146]
 [ -58  -88]
 [ 109 -128]
 [   5   74]
 [-110  -42]
 [ -74  150]
 [ 171   81]
 [ -28  -56]]",0.6,0.9,0.4
49,2,1,46,0.1,0.3,1.472290772139282,0.0,"[[  68  -26]
 [-110  188]]",[[  4 -82]],0.0,0.9,0.1
50,5,2,46,0.1,0.3,1.0819577225876118,1.0542647517980852,"[[-139 -190]
 [-184  189]
 [ -36  -67]
 [ -24 -168]
 [  79  169]]","[[-59  26]
 [197 104]]",0.0,0.9,0.0
51,10,2,46,0.1,0.3,0.7917603886673041,1.1627021425863586,"[[ 164  180]
 [  55   67]
 [   0 -153]
 [ -38  171]
 [  49   76]
 [-108   -2]
 [ 146  -14]
 [  35  -63]
 [-134   57]
 [ -60  -24]]","[[ 127 -161]
 [-141 -104]]",0.0,0.9,0.0
52,7,1,46,0.1,0.3,1.0984516812434733,0.0,"[[ 193  172]
 [ 120 -132]
 [ 175  -69]
 [ 106 -186]
 [-129   14]
 [  92  120]
 [ -29   81]]",[[  55 -173]],0.0,0.9,0.0
53,3,2,46,0.1,0.3,1.2461542479174201,1.3113971254128836,"[[ -55  180]
 [ -93 -149]
 [ 171  170]]","[[ 160 -175]
 [   6  129]]",0.0,0.9,0.0
54,7,4,46,0.1,0.3,1.2274015244269036,0.7542721515502104,"[[-153 -102]
 [ -25 -176]
 [-126   -4]
 [  86 -194]
 [ 151  199]
 [ 194  -81]
 [ 170  115]]","[[  99  -30]
 [ -90 -128]
 [ -84  -42]
 [-173 -147]]",0.9,0.9,1.0
55,2,9,46,0.1,0.3,0.6690324052546249,1.0055703579468833,"[[  33 -161]
 [-100 -186]]","[[ 103 -168]
 [ -71  108]
 [-183  -86]
 [ -60 -112]
 [-121   81]
 [ 173 -168]
 [-167  -15]
 [  -2  -44]
 [-133   69]]",0.0,0.9,0.0
56,7,5,46,0.1,0.3,1.12106387505792,1.0829807553672097,"[[ 153  -25]
 [-154   -5]
 [  50  106]
 [  15   39]
 [ -75  -83]
 [  62  135]
 [-199 -168]]","[[ 122   84]
 [ 139   22]
 [ -10  -77]
 [-107  155]
 [-129   17]]",0.4,0.9,0.5
57,7,4,46,0.1,0.3,1.130056849604845,1.045472396817332,"[[ 134  -73]
 [ 127 -176]
 [ 100 -195]
 [-125  -99]
 [ -96  -78]
 [-104  139]
 [ -67  -85]]","[[-157 -180]
 [ 121 -175]
 [  84  -26]
 [  75 -100]]",0.9,0.9,0.8
58,8,3,46,0.1,0.3,1.0057829215932592,0.6587779081055942,"[[  55  102]
 [   2  -86]
 [ 142 -158]
 [ -45  106]
 [ 185 -192]
 [ -12   24]
 [-129   26]
 [  72 -170]]","[[ -76   50]
 [-186   42]
 [   2  102]]",1.0,0.9,1.0
59,9,8,46,0.1,0.3,1.0850373694453626,0.9940289990043844,"[[ 180   59]
 [ 127  188]
 [-130   32]
 [ 178  -28]
 [  40  -82]
 [-111   17]
 [-100 -112]
 [ -14  159]
 [  -6  -64]]","[[ -36 -126]
 [ 141  110]
 [ 140  137]
 [ -24   21]
 [ 180  123]
 [ 162  160]
 [   0 -121]
 [ -92   54]]",0.5,0.9,0.6
60,6,2,46,0.1,0.3,1.018214216199406,1.4766615596490573,"[[ 133 -118]
 [ -88  -46]
 [  -5  -26]
 [ 149  181]
 [ -76  121]
 [  88 -199]]","[[-110 -180]
 [   5  140]]",0.0,0.9,0.0
61,3,5,46,0.1,0.3,0.4981466304338778,1.426054999015334,"[[ -4 -84]
 [ 63 -95]
 [ 66  -8]]","[[-188 -105]
 [ 116   49]
 [  70   31]
 [ 178 -162]
 [-172  -79]]",0.0,0.9,0.0
62,2,1,46,0.1,0.3,1.496153039780931,0.0,"[[184  84]
 [-90  47]]",[[-82 -32]],0.0,0.9,0.0
63,3,9,46,0.1,0.3,1.3452388709845415,1.0773917211834538,"[[ 173  114]
 [  58 -149]
 [-133   86]]","[[ 158 -112]
 [-197 -194]
 [  92   19]
 [ 104  -36]
 [-147   94]
 [ -38   15]
 [ 136   91]
 [  46  195]
 [ 178  179]]",0.0,0.9,0.0
64,10,3,46,0.1,0.3,1.2898269745095172,0.8408727148063309,"[[ 159 -182]
 [ -45   85]
 [-190   23]
 [-159  156]
 [ 101 -200]
 [ -61  -68]
 [  88  128]
 [ -51   -5]
 [-125   17]
 [-145  -42]]","[[  68 -102]
 [ -31   33]
 [ -75   45]]",0.5,0.9,0.7
65,9,2,46,0.1,0.3,1.0472604857377268,1.317863868107835,"[[-180  192]
 [  19 -141]
 [  67   95]
 [  -5 -188]
 [  56    5]
 [ -65  140]
 [ 160 -181]
 [ -43 -102]
 [ -36   74]]","[[ 11 -76]
 [128 177]]",0.0,0.9,0.1
66,7,9,46,0.1,0.3,1.0781492609270271,0.7997626703544743,"[[-181 -111]
 [ 198  175]
 [ -30 -176]
 [ 190   24]
 [ -89  -43]
 [  96 -104]
 [  84  -23]]","[[  71  -56]
 [ -34   78]
 [-129  131]
 [-157  -99]
 [-151  -90]
 [  -2  -82]
 [ -96   79]
 [ -81  -81]
 [-192 -189]]",1.0,0.9,1.0
67,10,2,46,0.1,0.3,1.0560179983204216,0.453284836074456,"[[  86  -20]
 [  78 -175]
 [ -97  -28]
 [-150    2]
 [ 128  160]
 [ -42 -122]
 [  22 -103]
 [-137  196]
 [-172  180]
 [ -84   62]]","[[  8 178]
 [-82 149]]",0.0,0.9,0.0
68,1,3,46,0.1,0.3,0.0,0.9410945616638428,[[-92  51]],"[[  98 -185]
 [  46  -72]
 [  60  115]]",0.0,0.9,0.0
69,8,8,46,0.1,0.3,1.1079180550140375,0.8925745269831146,"[[ -79  -51]
 [ 111  -91]
 [-163  187]
 [-162   -2]
 [-200   28]
 [ 107  137]
 [ 158   93]
 [-188   99]]","[[ -65  -44]
 [  56  -65]
 [ -30  195]
 [-135  -60]
 [  27  -92]
 [-184 -168]
 [   0  -67]
 [-169   90]]",1.0,0.9,1.0
70,3,4,46,0.1,0.3,1.165978365199533,1.056324437208886,"[[ 100 -102]
 [ -81  119]
 [ 185 -165]]","[[ 117  -45]
 [ -80   52]
 [ -34  125]
 [-143 -190]]",0.1,0.9,0.3
71,10,1,46,0.1,0.3,1.2762616325936258,0.0,"[[-181 -189]
 [-185   88]
 [ -22 -174]
 [-178   -8]
 [-178  182]
 [-131  197]
 [-117  174]
 [  52   99]
 [ -34  114]
 [ 125  -96]]",[[-123  187]],0.0,0.9,0.0
72,10,5,46,0.1,0.3,1.2864315974050884,0.6327171943763864,"[[-143  184]
 [ 176   67]
 [  24 -182]
 [-100  188]
 [ -20  113]
 [ 187 -178]
 [ 177   57]
 [-194  -30]
 [ 154   84]
 [-121 -175]]","[[ -99  -13]
 [ -47  -24]
 [ 159    2]
 [  14    1]
 [-111   13]]",0.0,0.9,0.0
73,7,1,46,0.1,0.3,1.1837804749161964,0.0,"[[-155  109]
 [ 198 -121]
 [ 134   -7]
 [-168  -18]
 [ -39   73]
 [ 171 -177]
 [ -56 -139]]",[[119  46]],0.0,0.9,0.0
74,2,9,46,0.1,0.3,1.2206390850899096,0.8528228709064939,"[[ 164 -186]
 [-180 -139]]","[[  83    4]
 [ -91  146]
 [ -48  155]
 [ 112 -163]
 [ 171  127]
 [ -37   73]
 [ -54  171]
 [ -78 -194]
 [-157 -188]]",0.3,0.9,0.4
75,4,8,46,0.1,0.3,1.2277514948441999,1.0399616926847124,"[[ -59  -83]
 [  80   75]
 [-166  -89]
 [ -54  190]]","[[ -84  -24]
 [-149  179]
 [ -60    5]
 [  -6 -151]
 [ 154  146]
 [ -70   -6]
 [-159 -148]
 [ -15   23]]",0.1,0.9,0.3
76,5,9,46,0.1,0.3,0.9183789683086684,1.0437371123116335,"[[ 141 -197]
 [  99    4]
 [ 184 -113]
 [ 132  -29]
 [ -40 -130]]","[[ -71   61]
 [ 114 -122]
 [ 127  -84]
 [ 117 -137]
 [  73 -117]
 [  80 -121]
 [  52  -67]
 [   4  128]
 [-200  124]]",1.0,0.9,1.0
77,3,5,46,0.1,0.3,0.3261777953160682,0.9492890877150211,"[[-180  131]
 [-138   27]
 [-134   90]]","[[  49  162]
 [ 169 -177]
 [ -87   96]
 [   5  195]
 [ 150   65]]",0.0,0.9,0.2
78,7,5,46,0.1,0.3,0.9267245261963112,1.2763349776940536,"[[ -66   -7]
 [  -4   89]
 [ 107  -36]
 [ 122 -165]
 [  19  -32]
 [ -57  125]
 [ -64  -83]]","[[ -41  -73]
 [-122    1]
 [ 115  136]
 [  -9  192]
 [  31 -163]]",0.8,0.9,0.6
79,4,8,46,0.1,0.3,1.2248822864206919,0.9921066051747913,"[[ 190 -113]
 [-177 -173]
 [ 122  -14]
 [  22   65]]","[[-174   22]
 [ 160   84]
 [ 171  -58]
 [  92  186]
 [ 129    5]
 [ -23  -13]
 [  49 -183]
 [ 146   30]]",0.1,0.9,0.1
80,2,5,46,0.1,0.3,0.8828205665216126,0.9620107984215874,"[[-121 -126]
 [ -75   70]]","[[  48  -77]
 [ 185  -35]
 [ 146  108]
 [-170 -100]
 [  93  102]]",0.2,0.9,0.3
81,8,6,46,0.1,0.3,1.1397743926733626,0.8894256324954917,"[[-172 -171]
 [  55   92]
 [-125  121]
 [ 124  180]
 [  23  -23]
 [  56 -174]
 [  57 -172]
 [-179  -37]]","[[ -77  112]
 [ 152   -4]
 [ -71  124]
 [ 119 -133]
 [ 117 -149]
 [  65  -18]]",0.7,0.9,0.8
82,7,8,46,0.1,0.3,0.7662554883423698,1.100865599344447,"[[  74  -43]
 [ -21 -107]
 [ 160   19]
 [ -47  -63]
 [ 142 -120]
 [-134  -68]
 [  41  -71]]","[[  52   62]
 [ 134   98]
 [-114   28]
 [ 146  111]
 [ 153  -41]
 [-165  -53]
 [-110 -136]
 [-129   82]]",0.0,0.9,0.0
83,4,9,46,0.1,0.3,1.2681137971476162,0.8398003905082466,"[[ 192  -61]
 [ -73 -179]
 [-119 -194]
 [  96  133]]","[[  94 -166]
 [-121 -130]
 [-129 -110]
 [  -5 -132]
 [  29   -5]
 [ -97   99]
 [  52   70]
 [-110  101]
 [  62  -30]]",0.6,0.9,0.6
84,7,6,46,0.1,0.3,0.9160128082629125,1.2463078758365376,"[[-125  -74]
 [-127  -41]
 [-116 -132]
 [  37  -30]
 [-186  168]
 [ -71  -77]
 [  -3 -111]]","[[-200   65]
 [-149 -155]
 [  -1   10]
 [ -68 -173]
 [-169 -111]
 [ 113   55]]",0.0,0.9,0.0
85,4,6,46,0.1,0.3,0.6382688696786771,1.2299110130138589,"[[  52   18]
 [   1  -24]
 [ -27   58]
 [  57 -132]]","[[ 166  139]
 [-154  182]
 [ 112  -30]
 [  50  131]
 [ -61 -146]
 [ 149  106]]",0.0,0.9,0.0
86,3,6,46,0.1,0.3,1.353240523430541,0.8748769179859764,"[[ -31   93]
 [ 184 -177]
 [ -51  155]]","[[  40  -30]
 [  29  173]
 [  12   20]
 [ 162 -142]
 [ 141  101]
 [ 106  -99]]",0.2,0.9,0.5
87,2,1,46,0.1,0.3,0.7892235650654207,0.0,"[[184 -20]
 [ 19 -84]]",[[ -87 -172]],0.0,0.9,0.0
88,1,7,46,0.1,0.3,0.0,1.0337254654024561,[[ -54 -164]],"[[ 185   59]
 [ 164  -71]
 [ -70  191]
 [-131  150]
 [ -56 -127]
 [  52 -148]
 [ 176  -33]]",0.0,0.9,0.0
89,3,5,46,0.1,0.3,1.0195266268225411,1.0236594735349709,"[[   5 -117]
 [ 122  161]
 [ -52 -137]]","[[ 104  194]
 [ -96  140]
 [ -71   69]
 [-107  -46]
 [-180 -185]]",0.0,0.9,0.0
90,6,7,46,0.1,0.3,1.1777193681726301,0.9202687311176531,"[[  95   26]
 [ 168  -81]
 [-160  165]
 [  14  -22]
 [ -70  -56]
 [ -76  -29]]","[[ 133   46]
 [ -83  -36]
 [ -41  -17]
 [  28 -133]
 [ 138  -52]
 [ 122   78]
 [ 121   10]]",0.3,0.9,0.0
91,9,8,46,0.1,0.3,1.1030551366700825,1.0612756376099384,"[[  86  -71]
 [-148   70]
 [-187  199]
 [  86  125]
 [-116   23]
 [ 166   48]
 [  17 -144]
 [  26 -135]
 [  38  -43]]","[[  84  111]
 [  -9  141]
 [ 164  -82]
 [   1  -24]
 [  87 -101]
 [-102  -62]
 [ -89  173]
 [-169   63]]",0.4,0.9,0.7
92,5,3,46,0.1,0.3,1.3679560042550902,1.0397723242376145,"[[ -27  182]
 [ 162  129]
 [ 187 -177]
 [  63 -161]
 [-181  -11]]","[[  65 -162]
 [  -2  111]
 [ 182  -55]]",1.0,0.9,1.0
93,6,3,46,0.1,0.3,1.082953449740577,1.2674696497752747,"[[-178  -34]
 [ 155  -60]
 [ 199   50]
 [ 147   33]
 [ -58  125]
 [ -74  -69]]","[[ -64  170]
 [ 137 -127]
 [ -87   -1]]",0.0,0.9,0.1
94,10,2,46,0.1,0.3,1.0379168394414904,1.586065460469689,"[[  10 -175]
 [ 154  -80]
 [ -21  -61]
 [ -99  -89]
 [  57    8]
 [ -71  173]
 [  98   39]
 [ -64   98]
 [  97 -175]
 [ 182  -42]]","[[  64 -182]
 [  52  115]]",0.2,0.9,0.3
95,2,6,46,0.1,0.3,1.2509675173563777,1.1959976887010573,"[[-189  166]
 [   8  -47]]","[[ 187  157]
 [-110 -173]
 [ -91  -87]
 [ -54  172]
 [-152  102]
 [ 159  -81]]",0.5,0.9,0.4
96,6,4,46,0.1,0.3,1.0602643860973084,1.0135818060237918,"[[ 189   32]
 [ -85  140]
 [  39 -135]
 [ 104 -136]
 [ -97 -150]
 [  53 -163]]","[[ 136   27]
 [-120 -178]
 [-109 -180]
 [ -56   -7]]",0.3,0.9,0.4
97,4,4,46,0.1,0.3,0.5647224171764508,0.7719616529522809,"[[-149  -66]
 [  23  -34]
 [-159   37]
 [-143 -116]]","[[ 149   11]
 [-118  156]
 [ -36  166]
 [ 144  107]]",0.0,0.9,0.0
