,Epochs,Learning_Rate,Batch_Size,Neurons,Dropout,Activation,Initializer,Regularizer,Normalization,Acc_train,Acc_val,Acc_test,f1,Precision,Recall,Optimizer
1173,3000,0.0005,512,"[100, 75, 50, 25]",0.25,elu,random_uniform,l1,1,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1174,3000,0.0005,512,"[100, 75, 50, 25]",0.25,elu,random_uniform,l1,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1175,3000,0.0005,512,"[100, 75, 50, 25]",0.25,tanh,random_uniform,l1,1,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1176,3000,0.0001,512,"[100, 75, 50, 25]",0.25,tanh,he_uniform,l1,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1177,3000,0.0001,512,"[100, 75, 50, 25]",0.25,tanh,random_uniform,l1,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1178,3000,0.0005,512,"[100, 75, 50, 25]",0.25,tanh,random_uniform,l1,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1179,3000,0.0005,512,"[100, 75, 50, 25]",0.25,relu,random_uniform,l2,1,0.6676990151405334,0.6433268904685974,0.6309477686882019,0.7940651178359985,0.6628676652908325,1.0,adam
1180,3000,0.0005,512,"[100, 75, 50, 25]",0.25,relu,random_uniform,l2,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1181,3000,0.0005,512,"[100, 75, 50, 25]",0.25,elu,random_uniform,l2,1,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1182,3000,0.0005,512,"[100, 75, 50, 25]",0.25,elu,random_uniform,l2,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1183,3000,0.0005,512,"[100, 75, 50, 25]",0.25,tanh,random_uniform,l2,1,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1184,3000,0.0005,512,"[100, 75, 50, 25]",0.25,tanh,random_uniform,l2,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1185,3000,0.0005,512,"[100, 75, 50, 25]",0.25,relu,random_uniform,None,1,0.6627147316932678,0.649129593372345,0.6386847138404846,0.7942050695419312,0.6645873785018921,0.9963235259056092,adam
1186,3000,0.0005,512,"[100, 75, 50, 25]",0.25,relu,random_uniform,None,0,0.66063392162323,0.6479690551757813,0.65415860414505,0.7940651178359985,0.6628676652908325,1.0,adam
1187,3000,0.0005,512,"[100, 75, 50, 25]",0.25,elu,random_uniform,None,1,0.6552625298500061,0.6553191423416138,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1188,3000,0.0001,512,"[100, 75, 50, 25]",0.25,relu,random_uniform,l2,1,0.6474231839179992,0.6560928344726562,0.6529980659484863,0.7940651178359985,0.6628676652908325,1.0,adam
1189,3000,0.0005,512,"[100, 75, 50, 25]",0.25,elu,random_uniform,None,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1190,3000,0.0005,512,"[100, 75, 50, 25]",0.25,tanh,random_uniform,None,1,0.655698049068451,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1191,3000,0.0005,512,"[100, 75, 50, 25]",0.25,tanh,random_uniform,None,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1192,3000,0.0005,512,"[100, 75, 50, 25]",0.25,relu,random_normal,l1,1,0.6558432102203369,0.655705988407135,0.6545454502105713,0.7923964262008667,0.6619189381599426,0.9963235259056092,adam
1193,3000,0.0005,512,"[100, 75, 50, 25]",0.25,relu,random_normal,l1,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1194,3000,0.0005,512,"[100, 75, 50, 25]",0.25,elu,random_normal,l1,1,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1195,3000,0.0005,512,"[100, 75, 50, 25]",0.25,elu,random_normal,l1,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1196,3000,0.0005,512,"[100, 75, 50, 25]",0.25,tanh,random_normal,l1,1,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1197,3000,0.0005,512,"[100, 75, 50, 25]",0.25,tanh,random_normal,l1,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1198,3000,0.0005,512,"[100, 75, 50, 25]",0.25,relu,random_normal,l2,1,0.6709411978721619,0.6398452639579773,0.6278530120849609,0.7875390648841858,0.6613456606864929,0.9828295707702636,adam
1199,3000,0.0001,512,"[100, 75, 50, 25]",0.25,relu,random_uniform,l2,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1200,3000,0.0005,512,"[100, 75, 50, 25]",0.25,relu,random_normal,l2,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651774406433,0.6628676652908325,1.0,adam
1201,3000,0.0005,512,"[100, 75, 50, 25]",0.25,elu,random_normal,l2,1,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1202,3000,0.0005,512,"[100, 75, 50, 25]",0.25,elu,random_normal,l2,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1203,3000,0.0005,512,"[100, 75, 50, 25]",0.25,tanh,random_normal,l2,1,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1204,3000,0.0005,512,"[100, 75, 50, 25]",0.25,tanh,random_normal,l2,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1205,3000,0.0005,512,"[100, 75, 50, 25]",0.25,relu,random_normal,None,1,0.6608274936676025,0.65415860414505,0.6499032855033875,0.7940651178359985,0.6628676652908325,1.0,adam
1206,3000,0.0005,512,"[100, 75, 50, 25]",0.25,relu,random_normal,None,0,0.6575852990150451,0.6499032855033875,0.6483558893203736,0.7940651178359985,0.6628676652908325,1.0,adam
1207,3000,0.0005,512,"[100, 75, 50, 25]",0.25,elu,random_normal,None,1,0.6560367703437805,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1208,3000,0.0005,512,"[100, 75, 50, 25]",0.25,elu,random_normal,None,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1209,3000,0.0005,512,"[100, 75, 50, 25]",0.25,tanh,random_normal,None,1,0.6541979193687439,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1210,3000,0.0001,512,"[100, 75, 50, 25]",0.25,elu,random_uniform,l2,1,0.6553109169006348,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1211,3000,0.0005,512,"[100, 75, 50, 25]",0.25,tanh,random_normal,None,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1212,3000,0.0005,512,"[100, 75, 50, 25]",0.1,relu,he_uniform,l1,1,0.6853133320808411,0.5992263078689575,0.6054158568382263,0.7563230395317078,0.6536832451820374,0.9123515486717224,adam
1213,3000,0.0005,512,"[100, 75, 50, 25]",0.1,relu,he_uniform,l1,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1214,3000,0.0005,512,"[100, 75, 50, 25]",0.1,elu,he_uniform,l1,1,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1215,3000,0.0005,512,"[100, 75, 50, 25]",0.1,elu,he_uniform,l1,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1216,3000,0.0005,512,"[100, 75, 50, 25]",0.1,tanh,he_uniform,l1,1,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1217,3000,0.0005,512,"[100, 75, 50, 25]",0.1,tanh,he_uniform,l1,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1218,3000,0.0005,512,"[100, 75, 50, 25]",0.1,relu,he_uniform,l2,1,0.7076215863227844,0.5833655714988708,0.5872340321540832,0.7549037933349609,0.6622973680496216,0.8892529010772705,adam
1219,3000,0.0005,512,"[100, 75, 50, 25]",0.1,relu,he_uniform,l2,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1220,3000,0.0005,512,"[100, 75, 50, 25]",0.1,elu,he_uniform,l2,1,0.6553109049797058,0.6537717580795288,0.65725337266922,0.7940651178359985,0.6628676652908325,1.0,adam
1221,3000,0.0001,512,"[100, 75, 50, 25]",0.25,elu,random_uniform,l2,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1222,3000,0.0005,512,"[100, 75, 50, 25]",0.1,elu,he_uniform,l2,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1223,3000,0.0005,512,"[100, 75, 50, 25]",0.1,tanh,he_uniform,l2,1,0.6578756451606751,0.65725337266922,0.65725337266922,0.7940651178359985,0.6628676652908325,1.0,adam
1224,3000,0.0005,512,"[100, 75, 50, 25]",0.1,tanh,he_uniform,l2,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1225,3000,0.0005,512,"[100, 75, 50, 25]",0.1,relu,he_uniform,None,1,0.664892315864563,0.6441005825996399,0.6348162412643432,0.7871385812759399,0.6631878614425659,0.982198178768158,adam
1226,3000,0.0005,512,"[100, 75, 50, 25]",0.1,relu,he_uniform,None,0,0.6691991329193115,0.632882010936737,0.6166344285011292,0.7940651178359985,0.6628676652908325,1.0,adam
1227,3000,0.0005,512,"[100, 75, 50, 25]",0.1,elu,he_uniform,None,1,0.6582627654075622,0.6526112198829651,0.6529980540275574,0.7949417233467102,0.663994312286377,1.0,adam
1228,3000,0.0005,512,"[100, 75, 50, 25]",0.1,elu,he_uniform,None,0,0.6598112940788269,0.6510638236999512,0.6510638236999512,0.7944093346595764,0.6644687652587891,0.9970588684082032,adam
1229,3000,0.0005,512,"[100, 75, 50, 25]",0.1,tanh,he_uniform,None,1,0.6643116354942322,0.6413926482200623,0.6352030873298645,0.792852520942688,0.6638757586479187,0.9935985803604126,adam
1230,3000,0.0005,512,"[100, 75, 50, 25]",0.1,tanh,he_uniform,None,0,0.6597628951072693,0.6468085050582886,0.64758220911026,0.7900626063346863,0.6610531806945801,0.9919438362121582,adam
1231,3000,0.0005,512,"[100, 75, 50, 25]",0.1,relu,he_normal,l1,1,0.6906847357749939,0.6116054058074951,0.5941972851753234,0.7859609127044678,0.661401093006134,0.9780145287513732,adam
1232,3000,0.0001,512,"[100, 75, 50, 25]",0.25,tanh,random_uniform,l2,1,0.6452939748764038,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1233,3000,0.0005,512,"[100, 75, 50, 25]",0.1,relu,he_normal,l1,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1234,3000,0.0005,512,"[100, 75, 50, 25]",0.1,elu,he_normal,l1,1,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1235,3000,0.0005,512,"[100, 75, 50, 25]",0.1,elu,he_normal,l1,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1236,3000,0.0005,512,"[100, 75, 50, 25]",0.1,tanh,he_normal,l1,1,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1237,3000,0.0005,512,"[100, 75, 50, 25]",0.1,tanh,he_normal,l1,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1238,3000,0.0005,512,"[100, 75, 50, 25]",0.1,relu,he_normal,l2,1,0.7059278845787048,0.6085106492042541,0.5911025047302246,0.761248767375946,0.6609044075012207,0.91030615568161,adam
1239,3000,0.0005,512,"[100, 75, 50, 25]",0.1,relu,he_normal,l2,0,0.658020806312561,0.6545454502105713,0.6564796805381775,0.7940651178359985,0.6628676652908325,1.0,adam
1240,3000,0.0005,512,"[100, 75, 50, 25]",0.1,elu,he_normal,l2,1,0.6561819553375244,0.65415860414505,0.6533849120140076,0.7940651178359985,0.6628676652908325,1.0,adam
1241,3000,0.0005,512,"[100, 75, 50, 25]",0.1,elu,he_normal,l2,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1242,3000,0.0005,512,"[100, 75, 50, 25]",0.1,tanh,he_normal,l2,1,0.6572465419769287,0.6537717580795288,0.6584139227867126,0.7940651178359985,0.6628676652908325,1.0,adam
1243,3000,0.0001,512,"[100, 75, 50, 25]",0.25,tanh,random_uniform,l2,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1244,3000,0.0005,512,"[100, 75, 50, 25]",0.1,tanh,he_normal,l2,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1245,3000,0.0005,512,"[100, 75, 50, 25]",0.1,relu,he_normal,None,1,0.6636825442314148,0.6421663522720337,0.6286266922950745,0.7942628264427185,0.6645280122756958,0.996539831161499,adam
1246,3000,0.0005,512,"[100, 75, 50, 25]",0.1,relu,he_normal,None,0,0.6674086689949036,0.6332688570022583,0.6247582197189331,0.790698766708374,0.6622153520584106,0.99104106426239,adam
1247,3000,0.0005,512,"[100, 75, 50, 25]",0.1,elu,he_normal,None,1,0.6552141308784485,0.6549322962760925,0.6510638356208801,0.7940651178359985,0.6628676652908325,1.0,adam
1248,3000,0.0005,512,"[100, 75, 50, 25]",0.1,elu,he_normal,None,0,0.6574885129928589,0.6502901315689087,0.6522243738174438,0.794952392578125,0.6640536189079285,1.0,adam
1249,3000,0.0005,512,"[100, 75, 50, 25]",0.1,tanh,he_normal,None,1,0.6673118710517884,0.6247582316398621,0.6266924619674683,0.7799593806266785,0.6622029542922974,0.9641436338424684,adam
1250,3000,0.0005,512,"[100, 75, 50, 25]",0.1,tanh,he_normal,None,0,0.6602951884269714,0.6437137246131897,0.64758220911026,0.7922651767730713,0.662808358669281,0.9945012331008912,adam
1251,3000,0.0005,512,"[100, 75, 50, 25]",0.1,relu,zeros,l1,1,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1252,3000,0.0005,512,"[100, 75, 50, 25]",0.1,relu,zeros,l1,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1253,3000,0.0005,512,"[100, 75, 50, 25]",0.1,elu,zeros,l1,1,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1254,3000,0.0001,512,"[100, 75, 50, 25]",0.25,relu,random_uniform,None,1,0.6511492848396301,0.65415860414505,0.6533849000930786,0.7949866056442261,0.6643500924110413,1.0,adam
1255,3000,0.0005,512,"[100, 75, 50, 25]",0.1,elu,zeros,l1,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1256,3000,0.0005,512,"[100, 75, 50, 25]",0.1,tanh,zeros,l1,1,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
1257,3000,0.0005,512,"[100, 75, 50, 25]",0.1,tanh,zeros,l1,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.7940651178359985,0.6628676652908325,1.0,adam
