,Epochs,Learning_Rate,Batch_Size,Neurons,Dropout,Activation,Initializer,Regularizer,Normalization,Acc_train,Acc_val,Acc_test,f1,Precision,Recall,Optimizer
6259,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,he_normal,l1,0,0.6690539598464966,0.6715667366981506,0.6669245839118958,0.8602175712585449,0.8298665285110474,0.8941043019294739,sgd
6260,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,he_normal,l1,0,0.6725864887237549,0.6738878130912781,0.6719535827636719,0.8780350089073181,0.8496859073638916,0.9096254110336304,sgd_momentum
6261,3000,0.0001,512,"[125, 100, 75, 50, 25]",0.1,relu,he_normal,None,1,0.6745705366134643,0.6738878130912781,0.676982581615448,0.8992652893066406,0.8742629885673523,0.9273222088813782,rms_prop
6262,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,he_normal,l1,0,0.6726348876953125,0.6746615052223206,0.6746615052223206,0.8629533052444458,0.8273826837539673,0.9026070833206176,sgd_nesterov
6263,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,he_normal,l2,1,0.6759254693984985,0.6738878130912781,0.6762088894844055,0.8889456987380981,0.8581176400184631,0.9232606291770936,adam
6264,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,he_normal,l2,1,0.6758286833763123,0.6707930445671082,0.6746615052223206,0.91147118806839,0.9184367656707764,0.9059277176856996,rms_prop
6265,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,he_normal,l2,1,0.6751512169837952,0.6738878130912781,0.675435197353363,0.8953896760940552,0.8740447759628296,0.9188876748085022,sgd
6266,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,he_normal,l2,1,0.6763610005378723,0.6669245839118958,0.6735009670257568,0.88364177942276,0.8721334934234619,0.8968462944030762,sgd_momentum
6267,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,he_normal,l2,1,0.6762158155441285,0.6696325063705444,0.6715667366981506,0.888661801815033,0.8843042254447937,0.8943970799446106,sgd_nesterov
6268,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,he_normal,l2,0,0.6750060439109802,0.6750483512878418,0.6762088894844055,0.9005362391471863,0.8828434944152832,0.91950660943985,adam
6269,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,he_normal,l2,0,0.674764084815979,0.6750483512878418,0.6742746591567993,0.8994328379631042,0.8683379292488098,0.9339695572853088,rms_prop
6270,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,he_normal,l2,0,0.6723929405212402,0.6742746591567993,0.6746615052223206,0.8820327520370483,0.856846272945404,0.910387933254242,sgd
6271,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,he_normal,l2,0,0.6749576449394226,0.6750483512878418,0.676982581615448,0.8910761475563049,0.8740285634994507,0.909700334072113,sgd_momentum
6272,3000,0.0001,512,"[125, 100, 75, 50, 25]",0.1,relu,he_normal,None,1,0.6372126817703248,0.6646034955978394,0.6576402068138123,0.8641148805618286,0.8773338794708252,0.8544217944145203,sgd
6273,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,he_normal,l2,0,0.6750060439109802,0.6750483512878418,0.676982581615448,0.8932852149009705,0.8744510412216187,0.9138206243515016,sgd_nesterov
6274,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,he_normal,None,1,0.6762158155441285,0.6696325063705444,0.6758220434188843,0.9080915451049804,0.903147280216217,0.9142874479293824,adam
6275,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,he_normal,None,1,0.6758770823478699,0.6680851221084595,0.6762088894844055,0.8965542912483215,0.8873891830444336,0.906858503818512,rms_prop
6276,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,he_normal,None,1,0.6542463064193725,0.6522243738174438,0.6529980659484863,0.7995859980583191,0.9192052483558656,0.7113955616950989,sgd
