Num_Cells_Strain1,Num_Cells_Strain2,t_deg,k_degA,k_degB,ratioS1,ratioS2,Stability,Survivors
-0.11111111111111116,0.33333333333333304,0.41176470588235303,-0.9999999999999999,-1.0,0.44150945124692775,0.16996129865769927,0.0,0.5
-0.5555555555555557,-0.3333333333333335,0.41176470588235303,-0.19999999999999996,0.3333333333333335,0.6726550407614014,0.24546522317336628,0.3999999999999999,1.0
-1.0,1.0,0.41176470588235303,-0.19999999999999996,0.3333333333333335,-1.0,0.36359475841677136,-1.0,1.0
0.11111111111111094,-0.7777777777777779,-1.0,-0.19999999999999996,0.3333333333333335,-0.2665723451094272,-0.8674502935375984,0.6000000000000001,-0.5
-0.7777777777777779,0.33333333333333304,-0.2941176470588236,-0.19999999999999996,0.3333333333333335,-0.2309603154645311,0.3976548791726142,0.0,-1.0
-0.11111111111111116,-0.7777777777777779,1.0000000000000002,-0.9999999999999999,-1.0,0.4057895894818002,0.04668506766996594,0.6000000000000001,1.0
-0.5555555555555557,1.0,-0.2941176470588236,-0.19999999999999996,-1.0,0.02135353388881711,-0.24491792928800038,0.19999999999999996,1.0
-0.7777777777777779,-0.7777777777777779,-1.0,1.0,1.0,-0.1920300147203612,0.9333036119489926,0.6000000000000001,-0.5
0.5555555555555554,-0.5555555555555557,0.41176470588235303,-0.9999999999999999,-1.0,0.1913837167596153,-0.5552152625515667,0.6000000000000001,0.0
0.11111111111111094,-1.0,0.41176470588235303,-0.19999999999999996,-1.0,0.2632745397655223,-1.0,0.3999999999999999,-1.0
0.33333333333333304,0.33333333333333304,1.0000000000000002,-0.19999999999999996,-1.0,0.31628907299068176,0.06862658273140188,0.6000000000000001,-1.0
1.0,-0.7777777777777779,-0.2941176470588236,-0.9999999999999999,-1.0,0.07036266121596957,0.24408043428914916,0.0,1.0
0.11111111111111094,-1.0,-1.0,-0.9999999999999999,-1.0,0.2632745397655223,-1.0,0.19999999999999996,-1.0
0.11111111111111094,-0.5555555555555557,-1.0,-0.19999999999999996,-1.0,0.3068267111362952,0.4109072212328868,0.0,-1.0
-1.0,-0.5555555555555557,-0.2941176470588236,-0.19999999999999996,0.3333333333333335,-1.0,0.7090378785736016,0.19999999999999996,-1.0
-1.0,1.0,-0.2941176470588236,0.6000000000000001,0.3333333333333335,-1.0,0.36359475841677136,0.6000000000000001,1.0
0.5555555555555554,-0.7777777777777779,0.41176470588235303,-0.19999999999999996,-1.0,0.20659555478056335,0.4295250577327392,-0.19999999999999996,0.0
0.5555555555555554,-1.0,0.41176470588235303,1.0,-1.0,0.5076812971494835,-1.0,0.8,0.5
0.5555555555555554,-1.0,0.41176470588235303,1.0,0.3333333333333335,0.5076812971494835,-1.0,0.8,-0.5
0.11111111111111094,0.7777777777777777,1.0000000000000002,-0.19999999999999996,-1.0,0.1741845037013583,0.1817800179037392,0.3999999999999999,1.0
-0.11111111111111116,-1.0,-0.2941176470588236,-0.19999999999999996,0.3333333333333335,0.29289183999756596,-1.0,-0.6,-0.5
0.5555555555555554,-0.7777777777777779,0.41176470588235303,-0.9999999999999999,-1.0,0.20659555478056335,0.4295250577327392,-0.19999999999999996,0.0
-0.11111111111111116,0.33333333333333304,1.0000000000000002,-0.9999999999999999,-1.0,-0.29037275170933075,0.17485869371224982,0.3999999999999999,-1.0
-1.0,-1.0,-1.0,-0.19999999999999996,0.3333333333333335,-1.0,-1.0,1.0,1.0
0.5555555555555554,0.11111111111111094,1.0000000000000002,-0.9999999999999999,-1.0,0.30427792987514835,0.181853126312145,0.6000000000000001,-0.5
0.11111111111111094,0.11111111111111094,-1.0,-0.19999999999999996,-1.0,0.3653963742025257,0.019393485648875775,-0.19999999999999996,0.0
1.0,-0.5555555555555557,0.41176470588235303,0.6000000000000001,0.3333333333333335,0.24388375374793547,0.4841165005800927,0.8,-1.0
0.33333333333333304,-0.11111111111111116,-1.0,-0.19999999999999996,-1.0,0.0531288490274453,0.07520379859297743,-0.4,0.5
-0.5555555555555557,1.0,0.41176470588235303,-0.19999999999999996,-1.0,0.3594254771889067,0.1290799330914032,0.0,0.0
0.33333333333333304,-0.7777777777777779,1.0000000000000002,1.0,1.0,-0.3007425808552131,1.0,0.19999999999999996,0.5
0.11111111111111094,-1.0,-1.0,-0.19999999999999996,0.3333333333333335,0.2152703697015319,-1.0,-0.19999999999999996,-0.5
0.11111111111111094,0.7777777777777777,1.0000000000000002,-0.9999999999999999,-1.0,0.32169262682567745,0.08677007382295399,0.6000000000000001,0.0
-1.0,0.11111111111111094,-1.0,-0.19999999999999996,0.3333333333333335,-1.0,0.3110294660555477,0.0,0.5
1.0,-0.5555555555555557,-1.0,-0.9999999999999999,-1.0,0.24388375374793547,0.4841165005800927,-0.19999999999999996,0.0
1.0,-0.5555555555555557,-1.0,-0.19999999999999996,-1.0,0.24388375374793547,0.4841165005800927,-0.19999999999999996,0.5
0.5555555555555554,-0.3333333333333335,1.0000000000000002,-0.19999999999999996,0.3333333333333335,0.04959590843004791,-0.012929501112500241,0.8,-0.5
-0.3333333333333335,0.33333333333333304,-0.2941176470588236,-0.19999999999999996,0.3333333333333335,0.24201040360591852,0.36153064141445457,-0.8,1.0
-1.0,1.0,-0.2941176470588236,-0.9999999999999999,-1.0,-1.0,0.36359475841677136,-0.8,-1.0
-1.0,1.0,1.0000000000000002,-0.19999999999999996,-1.0,-1.0,0.36359475841677136,-0.8,-0.5
1.0,-0.11111111111111116,-0.2941176470588236,-0.19999999999999996,-1.0,0.10992462759984045,0.34858094618716073,0.6000000000000001,0.5
0.7777777777777777,-0.5555555555555557,-1.0,-0.19999999999999996,0.3333333333333335,0.12432744841729537,0.5088029825907003,0.8,0.5
-0.5555555555555557,-1.0,1.0000000000000002,-0.19999999999999996,0.3333333333333335,0.4157247919241698,-1.0,0.0,-0.5
-1.0,1.0,-1.0,1.0,-1.0,-1.0,0.281648613708686,0.8,-1.0
-1.0,1.0,-1.0,-0.9999999999999999,-1.0,-1.0,0.36359475841677136,-0.6,-0.5
-0.11111111111111116,-0.7777777777777779,-1.0,-0.19999999999999996,0.3333333333333335,0.45220948068966105,0.4541907230143263,-0.19999999999999996,-0.5
0.33333333333333304,0.33333333333333304,1.0000000000000002,-0.9999999999999999,-1.0,0.3933900737083278,-0.002078212228215026,0.3999999999999999,1.0
0.11111111111111094,-0.7777777777777779,-0.2941176470588236,-0.19999999999999996,0.3333333333333335,-0.2665723451094272,-0.8674502935375984,0.3999999999999999,1.0
-1.0,-0.3333333333333335,-0.2941176470588236,-0.19999999999999996,-1.0,-1.0,0.03182502504627527,-0.4,0.0
-0.7777777777777779,-0.3333333333333335,-1.0,-0.9999999999999999,-1.0,0.8236023006368192,0.02935086635846984,0.6000000000000001,-0.5
-0.3333333333333335,0.33333333333333304,-1.0,-0.19999999999999996,0.3333333333333335,0.18021356881040496,0.04327572639947053,0.6000000000000001,-1.0
-0.11111111111111116,0.11111111111111094,1.0000000000000002,-0.9999999999999999,-1.0,0.32436308246585854,0.16450183724741496,0.0,1.0
0.5555555555555554,-1.0,1.0000000000000002,-0.19999999999999996,0.3333333333333335,0.274592697285009,-1.0,-0.8,0.0
0.5555555555555554,-0.3333333333333335,1.0000000000000002,-0.19999999999999996,0.3333333333333335,0.4174849699361114,0.0483127510349155,0.0,-1.0
-1.0,-0.3333333333333335,0.41176470588235303,1.0,0.3333333333333335,-1.0,0.03182502504627527,0.8,0.5
-1.0,-0.11111111111111116,0.41176470588235303,-0.9999999999999999,-1.0,-1.0,-0.029503917768151422,0.19999999999999996,0.0
-0.7777777777777779,-1.0,0.41176470588235303,1.0,1.0,0.45317837429470864,-1.0,0.6000000000000001,1.0
1.0,-0.7777777777777779,-0.2941176470588236,1.0,0.3333333333333335,0.07036266121596957,0.24408043428914916,0.8,1.0
-0.11111111111111116,0.33333333333333304,0.41176470588235303,-0.9999999999999999,-1.0,-0.29037275170933075,0.17485869371224982,0.3999999999999999,0.0
0.11111111111111094,-0.11111111111111116,-1.0,-0.19999999999999996,-1.0,0.14455250390069563,0.3281555230643849,0.3999999999999999,-0.5
-0.5555555555555557,0.7777777777777777,-1.0,-0.9999999999999999,-1.0,0.6544386449280792,-0.05777897954571509,0.6000000000000001,0.0
-0.3333333333333335,0.33333333333333304,1.0000000000000002,-0.9999999999999999,-1.0,0.18021356881040496,0.04327572639947053,0.6000000000000001,-1.0
0.11111111111111094,0.11111111111111094,1.0000000000000002,-0.9999999999999999,-1.0,0.1709709719571737,0.15370963035707086,0.6000000000000001,0.5
0.5555555555555554,-0.5555555555555557,1.0000000000000002,-0.19999999999999996,0.3333333333333335,0.38174811269653364,0.2039143407158912,-0.19999999999999996,1.0
0.5555555555555554,-0.11111111111111116,1.0000000000000002,-0.19999999999999996,0.3333333333333335,0.39530308357867905,-0.18422978139201618,0.6000000000000001,-1.0
0.33333333333333304,-1.0,0.41176470588235303,-0.19999999999999996,-1.0,0.36294521090976684,-1.0,0.19999999999999996,0.0
0.33333333333333304,-1.0,1.0000000000000002,1.0,-1.0,0.7837284099913566,-1.0,0.8,0.0
0.33333333333333304,0.33333333333333304,1.0000000000000002,-0.19999999999999996,-1.0,0.3933900737083278,-0.002078212228215026,0.6000000000000001,1.0
-0.11111111111111116,0.7777777777777777,-0.2941176470588236,-0.19999999999999996,-1.0,0.1019997317914485,0.14396058270918055,0.19999999999999996,-0.5
0.7777777777777777,-1.0,1.0000000000000002,-0.9999999999999999,-1.0,0.4833413878203272,-1.0,-1.0,1.0
1.0,-0.3333333333333335,-0.2941176470588236,-0.19999999999999996,-1.0,0.4071039067320812,0.08297568432735902,-0.19999999999999996,0.5
-1.0,-1.0,0.41176470588235303,-0.19999999999999996,-1.0,-1.0,-1.0,0.3999999999999999,-0.5
-1.0,-0.5555555555555557,-0.2941176470588236,-0.9999999999999999,-1.0,-1.0,0.7090378785736016,-0.6,0.0
0.5555555555555554,-0.11111111111111116,-0.2941176470588236,-0.9999999999999999,-1.0,0.4122688816789297,0.20312103526273506,0.0,-1.0
0.5555555555555554,-0.11111111111111116,-0.2941176470588236,-0.9999999999999999,-1.0,-0.037762593417191126,-0.09756397936925121,0.3999999999999999,1.0
0.33333333333333304,0.33333333333333304,0.41176470588235303,-0.19999999999999996,-1.0,0.31628907299068176,0.06862658273140188,0.0,1.0
0.33333333333333304,-0.3333333333333335,-0.2941176470588236,-0.19999999999999996,0.3333333333333335,0.3221002738186056,-0.05154965512935106,0.19999999999999996,-1.0
-0.7777777777777779,0.7777777777777777,1.0000000000000002,-0.19999999999999996,-1.0,0.5852959728200797,0.21817362913390248,-0.4,1.0
0.7777777777777777,-0.7777777777777779,1.0000000000000002,-0.19999999999999996,-1.0,0.45593051726445255,-0.5605174230498844,-0.4,1.0
-0.11111111111111116,-0.7777777777777779,1.0000000000000002,-0.19999999999999996,-1.0,0.4057895894818002,0.04668506766996594,0.19999999999999996,-1.0
-0.7777777777777779,0.33333333333333304,0.41176470588235303,-0.19999999999999996,0.3333333333333335,-0.2309603154645311,0.3976548791726142,-0.6,0.5
0.11111111111111094,-0.5555555555555557,1.0000000000000002,-0.19999999999999996,-1.0,0.3068267111362952,0.4109072212328868,0.19999999999999996,-1.0
-1.0,1.0,-0.2941176470588236,-0.9999999999999999,-1.0,-1.0,0.36359475841677136,-0.8,0.0
1.0,0.7777777777777777,1.0000000000000002,-0.9999999999999999,-1.0,0.23211514014252477,0.2472098993442653,0.6000000000000001,-0.5
0.33333333333333304,-0.3333333333333335,0.41176470588235303,-0.9999999999999999,-1.0,0.3221002738186056,-0.05154965512935106,-0.8,1.0
0.7777777777777777,-1.0,1.0000000000000002,-0.9999999999999999,-1.0,0.4833413878203272,-1.0,-1.0,0.0
-0.11111111111111116,-0.11111111111111116,0.41176470588235303,-0.9999999999999999,-1.0,0.13762257034021208,0.15457146493976093,-0.6,-1.0
-0.5555555555555557,-0.5555555555555557,-0.2941176470588236,-0.19999999999999996,-1.0,0.7340049400332354,-0.42504501523582705,0.0,0.0
0.33333333333333304,-1.0,-1.0,-0.9999999999999999,-1.0,0.36294521090976684,-1.0,-0.6,0.5
-0.7777777777777779,0.33333333333333304,-0.2941176470588236,-0.9999999999999999,-1.0,-0.2309603154645311,0.3976548791726142,-0.8,1.0
0.5555555555555554,0.5555555555555554,1.0000000000000002,-0.9999999999999999,-1.0,-0.1351980570797573,-0.05261511303220656,-0.4,-0.5
-1.0,0.11111111111111094,-0.2941176470588236,-0.19999999999999996,0.3333333333333335,-1.0,0.3110294660555477,0.19999999999999996,-0.5
-0.5555555555555557,0.11111111111111094,-0.2941176470588236,-0.19999999999999996,0.3333333333333335,0.08516829496272682,0.24968624995192767,0.8,-0.5
0.5555555555555554,-0.5555555555555557,0.41176470588235303,-0.19999999999999996,-1.0,0.1913837167596153,-0.5552152625515667,0.3999999999999999,0.0
0.5555555555555554,0.5555555555555554,1.0000000000000002,-0.19999999999999996,-1.0,-0.1351980570797573,-0.05261511303220656,0.6000000000000001,1.0
-0.5555555555555557,0.7777777777777777,0.41176470588235303,-0.9999999999999999,-1.0,0.6544386449280792,-0.05777897954571509,0.3999999999999999,-0.5
-0.11111111111111116,-0.7777777777777779,1.0000000000000002,-0.19999999999999996,0.3333333333333335,0.45220948068966105,0.4541907230143263,0.0,1.0
0.5555555555555554,-0.5555555555555557,1.0000000000000002,-0.19999999999999996,0.3333333333333335,0.38174811269653364,0.2039143407158912,-0.19999999999999996,0.5
-0.5555555555555557,0.7777777777777777,-0.2941176470588236,-0.19999999999999996,0.3333333333333335,0.37397529372266036,0.22012890887798053,-0.4,-0.5
-1.0,0.11111111111111094,-1.0,-0.19999999999999996,-1.0,-1.0,0.3110294660555477,-0.6,1.0
0.5555555555555554,-1.0,-1.0,0.6000000000000001,0.3333333333333335,-0.163079528533705,-1.0,0.19999999999999996,-0.5
-0.3333333333333335,0.33333333333333304,1.0000000000000002,-0.9999999999999999,-1.0,0.1732212675026803,0.1534184652399746,0.6000000000000001,-1.0
-0.5555555555555557,-1.0,0.41176470588235303,-0.19999999999999996,-1.0,0.4157247919241698,-1.0,0.19999999999999996,-0.5
-0.5555555555555557,-0.5555555555555557,-0.2941176470588236,-0.19999999999999996,-1.0,0.7340049400332354,-0.42504501523582705,0.0,-1.0
-1.0,-0.7777777777777779,0.41176470588235303,-0.19999999999999996,0.3333333333333335,-1.0,0.5965585579538537,0.8,-0.5
-0.5555555555555557,-0.5555555555555557,-1.0,-0.9999999999999999,-1.0,-0.0635927010495364,0.1549814454605214,0.3999999999999999,0.5
-0.7777777777777779,0.33333333333333304,0.41176470588235303,-0.19999999999999996,-1.0,-0.2309603154645311,0.3976548791726142,0.0,-1.0
0.7777777777777777,-0.3333333333333335,-1.0,-0.9999999999999999,-1.0,-0.02115350791186854,-0.15361576954453426,0.6000000000000001,1.0
-0.3333333333333335,-1.0,1.0000000000000002,1.0,-1.0,0.22464066720255116,-1.0,0.6000000000000001,0.0
0.7777777777777777,0.7777777777777777,1.0000000000000002,-0.19999999999999996,-1.0,0.3343246728897542,0.1854528531031654,0.8,0.5
0.5555555555555554,-0.11111111111111116,-0.2941176470588236,-0.19999999999999996,0.3333333333333335,0.39530308357867905,-0.18422978139201618,0.8,0.5
-0.3333333333333335,-1.0,-1.0,1.0,1.0,0.22464066720255116,-1.0,0.8,0.5
-0.3333333333333335,0.33333333333333304,-1.0,-0.19999999999999996,-1.0,0.18021356881040496,0.04327572639947053,-0.19999999999999996,1.0
-0.3333333333333335,0.33333333333333304,-1.0,-0.19999999999999996,-1.0,0.1306912156634965,0.03826117066999579,0.19999999999999996,0.5
1.0,0.11111111111111094,-1.0,-0.19999999999999996,-1.0,0.3125668522083631,-0.17073392648099084,0.6000000000000001,0.0
1.0,0.7777777777777777,-1.0,-0.19999999999999996,-1.0,-0.05266305849294328,0.1937672694912671,0.8,0.5
-0.5555555555555557,-0.5555555555555557,-1.0,-0.19999999999999996,0.3333333333333335,-0.0635927010495364,0.1549814454605214,0.8,1.0
0.11111111111111094,-1.0,0.41176470588235303,-0.19999999999999996,0.3333333333333335,0.2152703697015319,-1.0,-0.19999999999999996,-1.0
0.5555555555555554,-0.11111111111111116,1.0000000000000002,-0.19999999999999996,0.3333333333333335,0.39530308357867905,-0.18422978139201618,0.6000000000000001,1.0
0.5555555555555554,-0.3333333333333335,0.41176470588235303,-0.9999999999999999,-1.0,0.4174849699361114,0.0483127510349155,0.0,0.5
-0.11111111111111116,0.11111111111111094,-1.0,-0.19999999999999996,-1.0,0.3055543702115471,0.28561755709945325,-0.6,1.0
-0.7777777777777779,0.7777777777777777,1.0000000000000002,-0.9999999999999999,-1.0,0.7750391732157911,0.162589337284611,-0.6,1.0
-0.11111111111111116,0.33333333333333304,0.41176470588235303,-0.19999999999999996,-1.0,-0.29037275170933075,0.17485869371224982,0.19999999999999996,0.0
-0.3333333333333335,-0.5555555555555557,-1.0,-0.9999999999999999,-1.0,0.22674379012966384,0.1298076931620631,-0.19999999999999996,1.0
-1.0,1.0,-0.2941176470588236,-0.9999999999999999,1.0,-1.0,0.36359475841677136,-0.6,-1.0
-0.5555555555555557,-0.5555555555555557,-1.0,-0.19999999999999996,-1.0,0.2078146487877508,0.10418389227822789,-0.19999999999999996,-1.0
-0.11111111111111116,0.33333333333333304,0.41176470588235303,-0.19999999999999996,0.3333333333333335,-0.29037275170933075,0.17485869371224982,0.6000000000000001,-0.5
0.5555555555555554,-1.0,-1.0,0.6000000000000001,0.3333333333333335,-0.163079528533705,-1.0,0.19999999999999996,-1.0
0.5555555555555554,-1.0,-1.0,0.6000000000000001,-1.0,-0.163079528533705,-1.0,0.8,0.5
0.7777777777777777,-0.11111111111111116,0.41176470588235303,-0.9999999999999999,-1.0,0.2611827257903334,0.12674482558728428,0.6000000000000001,0.5
-0.3333333333333335,0.33333333333333304,1.0000000000000002,-0.9999999999999999,-1.0,0.1732212675026803,0.1534184652399746,0.6000000000000001,0.5
0.5555555555555554,0.11111111111111094,1.0000000000000002,-0.19999999999999996,-1.0,0.09775076433149432,0.3675285247107687,0.6000000000000001,0.0
-1.0,0.11111111111111094,1.0000000000000002,1.0,-1.0,-1.0,0.3110294660555477,0.8,0.5
0.11111111111111094,-0.7777777777777779,-1.0,-0.9999999999999999,-1.0,0.18929599112219941,-0.28421216917347614,0.19999999999999996,-1.0
-1.0,-0.11111111111111116,-1.0,1.0,-1.0,-1.0,-0.029503917768151422,0.8,-1.0
-0.7777777777777779,-0.7777777777777779,-1.0,1.0,-1.0,1.0,0.26915748764875325,0.8,0.0
-0.11111111111111116,0.33333333333333304,0.41176470588235303,-0.19999999999999996,0.3333333333333335,0.44150945124692775,0.16996129865769927,0.8,-0.5
-0.11111111111111116,0.33333333333333304,-1.0,-0.19999999999999996,-1.0,0.4128147156829092,-0.17154267674566404,0.19999999999999996,1.0
-1.0,-0.5555555555555557,1.0000000000000002,-0.19999999999999996,0.3333333333333335,-1.0,0.7090378785736016,-0.19999999999999996,0.5
